,id,questions,questions_perturbed,similarity_scores
16,40479,"Wer hat erfahren, dass die Tuberkulose nicht nur Lungen beschädigen kann, sondern auch andere Organe?","Wer hat erfahren, dass die Tuberkulose nicht nur Lungen beschädigen könnte, sondern auch andere Organe?",0.99974304
17,40481,Wie war die Tuberkulose im 19. Jahrhundert behandelt?,Wie wurde die Tuberkulose im 19. Jahrhundert behandelt?,0.99910843
18,40482,Wann wurde das erste Tuberkulose- Sanatorium gegründet?,Wann wurde das erste Tuberkulose- Sanatorium eröffnet?,0.99862653
19,40487,"Wie hat man am Ende des 19. Jahrhundert in Großbritannien versucht, die Tuberkulose zu bekämpfen?","Wie hat man am Ende des 19. Jahrhundert in Großbritannien versucht, die Tuberkulose zu stoppen?",0.99834293
20,40488,Was bedeutet die Pneumothorax-Technik bzw. Pneumolyse?,Was ist die Pneumothorax-Technik bzw. Pneumolyse?,0.9914277
21,40489,Wer hat zuerst die Resektion der Lungenabschnitte bei Tuberkulose ausgeführt?,Werd zuerst die Resektion der Lungenabschnitte bei Tuberkulose ausgeführt?,0.98782605
22,40490,"Wer hat das Bakterium, das die Tuberkulose auslöst, zuerst beschrieben?","Werd das Bakterium, das die Tuberkulose auslöst, zuerst beschrieben?",0.9932458
23,40491,Welchen Preis gewann Robert Koch für die Entdeckung des Erregers von Tuberkulose?,Welchen Preis erhielt Robert Koch für die Entdeckung des Erregers von Tuberkulose?,0.9981625
24,40492,Was führte zur Entwicklung des ersten Tuberkulose-Testes?,Was gehört zur Entwicklung des ersten Tuberkulose-Testes?,0.9949084
25,40493,Welche Diät kann bei der Behandlung der Hauttuberkulose helfen?,Welche Diät kann bei der Behandlung der Hauttuberkulose unterstützen?,0.99911743
26,40498,Wo spielte der FC Barcelona bei dessen Gründung?,Wo war der FC Barcelona bei dessen Gründung?,0.9939456
27,40499,Was war das erste Stadion des FC Barcelona?,Was ist das erste Stadion des FC Barcelona?,0.9968143
28,40500,Wo fand das erste Spiel des FC Barcelona statt?,Wo findet das erste Spiel des FC Barcelona statt?,0.99719673
29,40501,Was war die erste Spielstätte des FC Barcelona?,Was ist die erste Spielstätte des FC Barcelona?,0.9974326
30,40502,Wie viele Fans passten in das erste Stadion des FC Bareclona?,Wie viele Fans kamen in das erste Stadion des FC Bareclona?,0.99696004
31,40503,Wie lange dauerte der Bau des Camp de Les Corts,Wie lange dauert der Bau des Camp de Les Corts,0.9951511
32,40511,In welchem weiteren Museums Haus hat Frida Kahlo abgesehen Vom Museo Frida Kahlo gewohnt?,In welchem weiteren Museums Haus ist Frida Kahlo abgesehen Vom Museo Frida Kahlo gewohnt?,0.9983352
33,40506,Wo in Mexiko-Stadt ist das Museo Frida Kahlo?,Wo in Mexiko-Stadt liegt das Museo Frida Kahlo?,0.9974848
34,40507,Welche Farbe hat das Museo Frida Kahlo?,Welche Farbe bekommt das Museo Frida Kahlo?,0.9976888
35,40509,In welchem Stil ist das Museo Frida Kahlo gebaut?,In welchem Stil ist das Museo Frida Kahlo entstanden?,0.99621594
36,40510,Mit wem war Frida Kahlo verheiratet?,Mit wem je Frida Kahlo verheiratet?,0.9942699
37,40535,Was waren die Hauptprobleme der Aggregat-4 Rakete?,Was sind die Hauptprobleme der Aggregat-4 Rakete?,0.9974638
38,40536,Was waren die Hauptmotive für den Wettlauf ins All?,Was sind die Hauptmotive für den Wettlauf ins All?,0.99682957
39,40540,Wer ist der größte Rosinen Exporteur der Welt?,Wer war der größte Rosinen Exporteur der Welt?,0.9968936
40,40541,Welches Land ist der größte Safran Exporteur?,Welches Land hat der größte Safran Exporteur?,0.9941042
41,40542,Wie viel Prozent des Irans werden für die Landwirtschaft benutzt?,Wie viel Prozent des Irans werden für die Landwirtschaft eingesetzt?,0.9984003
42,36767,Was tauschen Bakterien mit Sexpili untereinander aus?,Was lösen Bakterien mit Sexpili untereinander aus?,0.9964385
43,36768,Wie können Bakterien auch ohne Sexpili DNA untereinander austauschen?,Wie lassen Bakterien auch ohne Sexpili DNA untereinander austauschen?,0.99913096
44,36789,Wie viele schwarze Menschen leben in Frankreich?,Wie viele schwarze Menschen sind in Frankreich?,0.99837
45,36790,Woher kommen die meisten Schwarzen Frankreichs?,Woher stammen die meisten Schwarzen Frankreichs?,0.99828595
46,36798,Warum gab es in der französischen Regierung oft schwarze Minister?,Warum gibt es in der französischen Regierung oft schwarze Minister?,0.9976413
47,36799,Wo leben die meisten schwarzen in Frankreich?,Wo sind die meisten schwarzen in Frankreich?,0.99655265
48,36800,Warum sind Schwarze aus Überseegebieten in Frankreich tendenziell besser integriert als Schwarze aus Schwarzafrika?,Warum werden Schwarze aus Überseegebieten in Frankreich tendenziell besser integriert als Schwarze aus Schwarzafrika?,0.9995019
49,36801,Wie viele Schwarze waren in der Fußballnationalmannschaft Frankreichs bei der WM 2006?,Wie viele Schwarze spielen in der Fußballnationalmannschaft Frankreichs bei der WM 2006?,0.9951247
50,36802,Wer wurde 2005 als schwarze Frau Ministerin in Frankreich?,Wer war 2005 als schwarze Frau Ministerin in Frankreich?,0.99826264
51,41037,Was ist die beste Schweizer Fußball Liga?,Was sind die beste Schweizer Fußball Liga?,0.99644107
52,41044,Was ist der größte Leichtathletik Verein der Schweiz?,Was heißt der größte Leichtathletik Verein der Schweiz?,0.99677503
53,37175,In welcher Eritreischen Stadt Produziert Tesinma Busse?,In welcher Eritreischen Stadt hat Tesinma Busse?,0.996969
54,41049,Welche Voraussetzung muss der Staatspräsident von Zypern erfüllen?,Welche Voraussetzung muss der Staatspräsident von Zypern haben?,0.99862164
55,41047,Wer ist das Staatsoberhaupt von Zypern?,Wer war das Staatsoberhaupt von Zypern?,0.9975689
56,41051,Wie lange ist die Amtsperiode des zypriotischen Staatspräsidenten?,Wie lange dauert die Amtsperiode des zypriotischen Staatspräsidenten?,0.99712574
57,41052,Seit wann die ist das Amt des stellvertretenden Staatspräsidenten unbesetzt?,Seit wann die Bundesregierung das Amt des stellvertretenden Staatspräsidenten unbesetzt?,0.993301
58,41053,Als was bezeichnete der Demokratieindex Zypern 2019?,Als was erscheint der Demokratieindex Zypern 2019?,0.99330515
59,41054,Wie heißt die große kommunistische Partei in Zypern?,Wie funktioniert die große kommunistische Partei in Zypern?,0.99355614
60,41055,Wie viele Sitze gibt es im Parlament von zypern?,Wie viele Sitze gab es im Parlament von zypern?,0.99287313
61,41056,In welchen Ländern gibt es die Sommerzeit?,In welchen Ländern ist es die Sommerzeit?,0.9973632
62,41046,In welcher Jahreszeit wird auf die Sommerzeit umgestellt?,In welcher Jahreszeit wurde auf die Sommerzeit umgestellt?,0.9983169
63,41057,Wann beginnt die Sommerzeit?,Wann ist die Sommerzeit?,0.9906487
64,41067,Woher kommt der Begriff Pestizid?,Woher kam der Begriff Pestizid?,0.9977275
65,41105,Von welchem Land ist die Kultur der Tristan da Cunha Inseln stark beeinflusst?,Von welchem Land wird die Kultur der Tristan da Cunha Inseln stark beeinflusst?,0.9991795
66,41107,Wie viel Alkohol trinken die Bewohner der Inseln Tristan da Cunhas?,Wie viel Alkohol genießen die Bewohner der Inseln Tristan da Cunhas?,0.99786496
67,41111,Wie viele polnische Spielfilme über Chopin gibt es?,Wie viele polnische Spielfilme über Chopin gab es?,0.9958774
68,41115,Was sind die wichtigsten Abschnitt Maßeinheits Größen des Korans?,Was ist die wichtigsten Abschnitt Maßeinheits Größen des Korans?,0.9970704
69,41116,Wofür ist die Einteilung des Korans in den Dschuz besonders praktisch?,Wofür war die Einteilung des Korans in den Dschuz besonders praktisch?,0.99826247
70,41117,Wofür wird die Einteilung des Korans in 30 Teile beim Ramadan benutzt?,Wofür wurde die Einteilung des Korans in 30 Teile beim Ramadan benutzt?,0.9976896
71,41118,An was erkennt man die einzelnen Unterteilungen des Korans?,An was erinnert man die einzelnen Unterteilungen des Korans?,0.99370366
72,41119,Was wird für die MP3 Kompression benutzt?,Was wird für die MP3 Kompression benötigt?,0.99557626
73,41122,Welches Verfahren zur Daten Kompression von Musik an Computern wird am häufigsten benutzt?,Welches Verfahren zur Daten Kompression von Musik an Computern wird am häufigsten verwendet?,0.9997481
74,41123,Wo wurde das MP3 Verfahren entwickelt?,Wo wurde das MP3 Verfahren eingesetzt?,0.9968556
75,41124,Wann liefen die letzten Patente für das MP3 Format aus?,Wann gingen die letzten Patente für das MP3 Format aus?,0.9982825
76,41133,Welches Land hatte die größte freiwillige Armee im zweiten Weltkrieg?,Welches Land war die größte freiwillige Armee im zweiten Weltkrieg?,0.9978084
77,41134,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs eingesetzt?,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs gegründet?,0.9975653
78,41135,Wer gründete die Indische Legion in Europa?,Wer ist die Indische Legion in Europa?,0.9877998
79,41136,Wo hat Subhash Chandra Bose die Indische Nationale Armee gegründet?,Wo hat Subhash Chandra Bose die Indische Nationale Armee verlassen?,0.9955397
80,41137,Wie viele Soldaten in Indien wurden während des Zweiten Weltkriegs getötet?,Wie viele Soldaten in Indien wurden während des Zweiten Weltkriegs verletzt?,0.9981866
81,41131,Warum wollte Indien in den zweiten Weltkrieg eintreten?,Warum wollte Indien in den zweiten Weltkrieg starten?,0.99836534
82,41132,Wie viel Mann hatte die indische Armee zu Beginn des zweiten Weltkrieges?,Wie viel Mannierte die indische Armee zu Beginn des zweiten Weltkrieges?,0.9938391
83,41186,Was kann die Lebensdauer einer Glühbirne verlängern?,Was kann die Lebensdauer einer Glühbirne sein?,0.9879642
84,41187,Welche Lampen sind schwierig zu wechseln?,Welche Lampen ist schwierig zu wechseln?,0.9978156
85,41192,Wie kann die USA einen neuen Bundesstaat aufnehmen? ,Wie können die USA einen neuen Bundesstaat aufnehmen?,0.9983382
86,41205,Warum ist öffentliche Verkehrsmittel so beliebt in New York?,Warum sind öffentliche Verkehrsmittel so beliebt in New York?,0.99920166
87,41202,In welche Teile ist das Straßennetz in Manhattan unterteilt?,In welche Teile wird das Straßennetz in Manhattan unterteilt?,0.9988775
88,41203,Welches Transportmittel benutzen die meisten Einwohner in New York?,Welches Transportmittel nutzen die meisten Einwohner in New York?,0.9991797
89,41204,Welches Transportmittel ist typisch für New York?,Welches Transportmittel wäre typisch für New York?,0.99699473
90,41211,Wie viele Menschen leben im südlichen Teil von Zypern?,Wie viele Menschen sind im südlichen Teil von Zypern?,0.99754936
91,41214,Wie hoch ist der Migrantenanteil in Zypern?,Wie hoch war der Migrantenanteil in Zypern?,0.9966066
92,41213,Wie viele Deutschen wohnen in Südzypern?,Wie viele Deutschen leben in Südzypern?,0.99826664
93,41215,Aus welchen Ländern kommen die meisten Migranten in Zypern?,Aus welchen Ländern stammen die meisten Migranten in Zypern?,0.99920166
94,41219,Wie hängen Frequenz und Kapazität bei Kondensatoren zusammen?,Wie passen Frequenz und Kapazität bei Kondensatoren zusammen?,0.9974974
95,41220,Wo wird ein Kondensator vorwiegend induktiv wirksam?,Wo ist ein Kondensator vorwiegend induktiv wirksam?,0.9987982
96,41221,Als was wirkt der Kondensator bei höheren Frequenzen?,Als was gilt der Kondensator bei höheren Frequenzen?,0.99677944
97,41222,Welche Kondensatoren werden für Frequenzen um 100 MHz eingesetzt?,Welche Kondensatoren wurden für Frequenzen um 100 MHz eingesetzt?,0.9987286
98,41223,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensatoren wirksam?,Für welchen Frequenzbereich werden Aluminium-Elektrolytkondensatoren wirksam?,0.99946254
99,41224,Wieso werden verschiedene Arten von Kondensatoren kombiniert?,Wieso sind verschiedene Arten von Kondensatoren kombiniert?,0.99843365
100,41225,Was ist der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,Was bedeutet der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,0.9940118
101,41226,Was wird als Gleichgewichtslinie eines Gletschers bezeichnet?,Was wird als Gleichgewichtslinie eines Gletschers angesehen?,0.99828374
102,41228,Wie ist das Zehrgebiet des Gletschers definiert?,Wie wird das Zehrgebiet des Gletschers definiert?,0.99873537
103,41229,Wie heißt der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,Wie ist der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,0.9969431
104,41227,Wie heißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,Wie ist der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,0.9971828
105,41230,Wie ist das Akkumulationsgebiet des Gletschers definiert?,Wie wird das Akkumulationsgebiet des Gletschers definiert?,0.99877197
106,41279,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formal festgeschrieben?,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formalisiert?,0.998812
107,41280,Wann wurde das Edikt von Gülhane erlassen?,Wann wurde das Edikt von Gülhane geschrieben?,0.9958116
108,41282,Wann wurde der Hatt-i Hümayun erlassen?,Wann wird der Hatt-i Hümayun erlassen?,0.997567
109,41283,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieben?,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich getrennt?,0.9961689
110,41284,Welches Gesetz war Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,Welches Gesetz ist Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,0.99743366
111,41285,Welche Volksgruppe wurde 1915 im Osmanischen Reich Opfer eines Völkermordes?,Welche Volksgruppe war 1915 im Osmanischen Reich Opfer eines Völkermordes?,0.99869555
112,41288,Welche Gruppe mit nationalistischen Ideen erlangte in der Endphase des Osmanischen Reichs die Macht?,Welche Gruppe mit nationalistischen Ideen hatte in der Endphase des Osmanischen Reichs die Macht?,0.9983438
113,41290,Wie viele Kasus gibt es im Tschechischen?,Wie viele Kasus gab es im Tschechischen?,0.99530023
114,41291,Wie viele grammatische Geschlechter gibt es im Tschechischen?,Wie viele grammatische Geschlechter gab es im Tschechischen?,0.9939196
115,41292,Welche Genera gibt es im Tschechischen?,Welche Genera heißt es im Tschechischen?,0.99322176
116,41293,Zwischen was wird im Tschechischen beim männlichen Genus unterschieden?,Zwischen was ist im Tschechischen beim männlichen Genus unterschieden?,0.99804246
117,41294,Welche Artikel gibt es im Tschechischen?,Welche Artikel gab es im Tschechischen?,0.99525154
118,41295,Wozu dient die Kurzform von Adjektiven im Tschechischen?,Wozu kommt die Kurzform von Adjektiven im Tschechischen?,0.99611527
119,41296,Wann wurde ASCII eingeführt?,Wann wird ASCII eingeführt?,0.99619645
120,41297,Wie viele Zeichen umfasst ASCII?,Wie viele Zeichen haben ASCII?,0.9949646
121,41299,Welche Buchstaben umfasst ASCII?,Welche Buchstaben sind ASCII?,0.99180466
122,41301,Wie viele Steuerzeichen gibt es im ASCII-Code?,Wie viele Steuerzeichen gab es im ASCII-Code?,0.99592435
123,41349,Für wie viel Geld wurde Neymar zu Paris Saint Germain transferiert?,Für wie viel Geld wurde Neymar zu Paris Saint Germain verpflichtet?,0.9976659
124,41350,"In welcher Mannschaft spielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?","In welcher Mannschaft spielte Ousman Dembélé, bevor er zu FC Barcelona geworden ist?",0.9993994
125,41364,"Welche Art von Kondensatoren wurden mit ""cm"" gemessen?","Welche Art von Kondensatoren werden mit ""cm"" gemessen?",0.9984251
126,41366,In welchem Jahr wurde die US-Army aufgestellt?,In welchem Jahr wird die US-Army aufgestellt?,0.99749136
127,41367,Was sind die Aufgaben der US-Army?,Was waren die Aufgaben der US-Army?,0.99642795
128,41368,Welche Armeen der Welt haben mehr Mann als die US-Army?,Welche Armeen der Welt tragen mehr Mann als die US-Army?,0.9990756
129,41369,In welchem Teil von China liegt Zhejiang?,In welchem Teil von China ist Zhejiang?,0.99868697
130,41370,Woran grenzt Zhejiang im Norden?,Woran in Zhejiang im Norden?,0.9819102
131,41371,Woran grenzt Zhejiang im Osten?,"Woran, Zhejiang im Osten?",0.9746927
132,41372,Was liegt südlich von Zhejiang?,Was ist südlich von Zhejiang?,0.99833006
133,41373,In welche Zonen wird Zhejiang gegliedert?,In welche Zonen ist Zhejiang gegliedert?,0.9988019
134,41374,Wie viel Prozent der Fläche von Zhejiang bilden Gebirge?,Wie viel Prozent der Fläche von Zhejiang sind Gebirge?,0.99763906
135,41375,Wie viele Bergketen hat Zhejiang?,Wie viele Bergketen in Zhejiang?,0.9927281
136,41376,Wie hoch ist der höchste Punkt in Zhejiang?,Wie hoch liegt der höchste Punkt in Zhejiang?,0.9990432
137,41377,Was ist der höchste Punkt in Zhejiang?,Was war der höchste Punkt in Zhejiang?,0.99628764
138,41378,Welche Flüsse verlaufen in Zhejiang?,Welche Flüsse liegen in Zhejiang?,0.99735564
139,41379,Welche natürliche Seen gibt es in Zhejiang?,Welche natürliche Seen gab es in Zhejiang?,0.99683946
140,41380,Wie viele Inseln gibt es in Zhejiang?,Wie viele Inseln gab es in Zhejiang?,0.9959092
141,41391,Wie sieht die molekulare Struktur von Eis aus?,Wie schaut die molekulare Struktur von Eis aus?,0.9984345
142,41392,In welchem Fall bewegt sich die obere Gletscherschicht schneller als die darunterliegende?,In welchem Fall verändert sich die obere Gletscherschicht schneller als die darunterliegende?,0.9988838
143,41393,Warum ist die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,Warum erfolgt die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,0.99889624
144,38513,In welchem Bundesstaat liegt Houston?,In welchem Bundesstaat ist Houston?,0.9969513
145,38514,Wo liegt Houston?,Wo w Houston?,0.9658244
146,38515,Wie viel der Fläche von Houston besteht aus Wasser?,Wie viel der Fläche von Houston ist aus Wasser?,0.99788916
147,38516,In welchem County liegt Houston?,In welchem County ist Houston?,0.9978643
148,38517,Wie heißt der Schifffahrtskanal in Houston?,Wie funktioniert der Schifffahrtskanal in Houston?,0.99189943
149,38518,"Wie heißt der Fluss, der durch Houston fließt?","Wie ist der Fluss, der durch Houston fließt?",0.99537605
150,38519,Wo mündet der Buffalo Bayou?,Wo ist der Buffalo Bayou?,0.9885357
151,41413,Wie heißt die Methode des Regenwassersammelns in Rajasthan?,Wie ist die Methode des Regenwassersammelns in Rajasthan?,0.992282
152,41415,"Was versteht man unter dem ""Johad""?","Was sieht man unter dem ""Johad""?",0.99527
153,41417,Welches Ergebnis hat der Bau von Johads in Rajasthan?,Welches Ergebnis bringt der Bau von Johads in Rajasthan?,0.9979423
154,41419,Was versuchen die Umweltorganisationen wie CSE in Indien zu verbessern?,Was helfen die Umweltorganisationen wie CSE in Indien zu verbessern?,0.99755424
155,38624,Seit wann gibt es eine quelloffene Variante von Poseidon für AROS?,Seit wann gab es eine quelloffene Variante von Poseidon für AROS?,0.99741846
156,38626,Welche USB-Versionen unterstützt Windows 10?,Welche USB-Versionen hat Windows 10?,0.99673593
157,41435,Wann fand die Premier League erstmals statt?,Wann findet die Premier League erstmals statt?,0.99709034
158,41436,Wie viele Vereine spielten beim ersten Turnier der Premier League teil?,Wie viele Vereine nehmen beim ersten Turnier der Premier League teil?,0.99594504
159,41437,Welcher Verein erzielte das erste Tor in der Premier League?,Welcher Verein hat das erste Tor in der Premier League?,0.9941259
160,41438,Seit wann spielten in der Premier League nur noch 20 Vereine?,Seit wann spielen in der Premier League nur noch 20 Vereine?,0.9962822
161,41439,Was forderte die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,Was sagt die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,0.99355495
162,41440,Welcher war der erste nicht-englische Verein in der Premier League?,Welcher ist der erste nicht-englische Verein in der Premier League?,0.9961635
163,41441,Wie hieß die Premier League vor 2007 offiziell?,Wie war die Premier League vor 2007 offiziell?,0.99583936
164,41448,Welches Audioformat wird beim HDTV hauptsächlich verwendet?,Welches Audioformat wird beim HDTV hauptsächlich eingesetzt?,0.99903715
165,41449,Welche Filme verfügen bei HDTV nicht über Mehrkanalton?,Welche Filme laufen bei HDTV nicht über Mehrkanalton?,0.99807715
166,41531,Wie schwer ist ein Schlachtreifer Strauß?,Wie schwer fällt ein Schlachtreifer Strauß?,0.9966356
167,41532,Welchem anderen Fleisch ist das Straußenfleisch ähnlich?,Welchem anderen Fleisch sieht das Straußenfleisch ähnlich?,0.99814296
168,41536,Wer benutzt den deutschen Fußballjargon hauptsächlich?,Wer spielt den deutschen Fußballjargon hauptsächlich?,0.99466884
169,41537,Welche Art von Sprache ist der Fußballjargon?,Welche Art von Sprache verwendet der Fußballjargon?,0.9962042
170,41538,"Was ist das ""Sommermärchen""","Was heißt das ""Sommermärchen""",0.99012685
171,41539,Welche Länder nutzen den Begriff Soccer?,Welche Länder verwenden den Begriff Soccer?,0.9982232
172,41540,Wie viele Touristen schlafen jährlich in Bern?,Wie viele Touristen kommen jährlich in Bern?,0.9977845
173,41541,Wie viele Touristen in Bern kommen aus dem Ausland?,Wie viele Touristen in Bern sind aus dem Ausland?,0.99845946
174,41542,Woher kommen die meisten ausländischen Touristen Berns?,Woher kamen die meisten ausländischen Touristen Berns?,0.99887556
175,41543,Wann kommen die meisten Touristen nach Bern?,Wann fahren die meisten Touristen nach Bern?,0.99740887
176,41599,Wer bewertete die Leistung von England im ersten Weltkrieg?,Wer ist die Leistung von England im ersten Weltkrieg?,0.9912025
177,41600,Wer war 1921 britischer Premierminister?,Wer ist 1921 britischer Premierminister?,0.9962708
178,41601,Seit wann hat England einen Generalstab?,Seit wann braucht England einen Generalstab?,0.99385977
179,41602,"Warum hat Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?","Warum hatte Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?",0.9993859
180,41603,Wer führte in England das Amt des Verteidigungsministers ein?,Wer nimmt in England das Amt des Verteidigungsministers ein?,0.9954299
181,41604,Welche britischen Ministerien wurden zum heutigen Verteidigungsministerium zusammengefasst?,Welche britischen Ministerien werden zum heutigen Verteidigungsministerium zusammengefasst?,0.99851286
182,41606,In welcher Klimazone liegt Oklahoma City?,In welcher Klimazone steht Oklahoma City?,0.99903774
183,41607,Wann war der heißeste Tag in Oklahoma City?,Wann ist der heißeste Tag in Oklahoma City?,0.9970614
184,41608,In welchem Monat regnet es in Oklahoma City im Schnitt am meisten?,In welchem Monat gibt es in Oklahoma City im Schnitt am meisten?,0.99433726
185,41609,Was war die kälteste gemessene Temperatur in Oklahoma City?,Was heute die kälteste gemessene Temperatur in Oklahoma City?,0.9940685
186,41610,Wie oft treten in Oklahoma City Tornados auf?,Wie oft treffen in Oklahoma City Tornados auf?,0.9945274
187,41611,Seit wann ist Zypern EU-Mitglied?,Seit wann wird Zypern EU-Mitglied?,0.9964295
188,41613,Welches Land erkennt Zypern nicht offiziell an?,Welches Land bietet Zypern nicht offiziell an?,0.9951328
189,41614,Seit wann gibt es den Euro in Zypern?,Seit wann hat es den Euro in Zypern?,0.9952212
190,41615,Welche Maßnahmen unternimmt die Türkei gegen Zypern?,Welche Maßnahmen hat die Türkei gegen Zypern?,0.99770653
191,41616,Wann war Zypern kurz vor dem Staatsbankrott?,Wann steht Zypern kurz vor dem Staatsbankrott?,0.9949544
192,41617,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu verhindern?,Wie viel Geld braucht Zypern von der EU um ein Staatsbankrott zu verhindern?,0.9965528
193,38628,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen genannt?,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen erreicht?,0.9951641
194,38629,Wie war das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,Wie ist das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,0.99755526
195,38630,Welchen Stellenwert hatte die Ehe bei den Slawen?,Welchen Stellenwert hat die Ehe bei den Slawen?,0.9973738
196,38546,Wo würde das frühere Baktrien heutzutage liegen?,Wo soll das frühere Baktrien heutzutage liegen?,0.9971189
197,38550,Wo herrschten die Shunga um 100 v. Chr.?,Wo was die Shunga um 100 v. Chr.?,0.99252236
198,38973,Welche Religion favorisierten die Shunga um 100  v. Chr.?,Welche Religion hatten die Shunga um 100 v. Chr.?,0.99550015
199,38060,Wer darf wie viele Vertreter in den Inselrat von St. Helena schicken?,Wer kann wie viele Vertreter in den Inselrat von St. Helena schicken?,0.99896294
200,42109,Wie viele Menschen leben in Eritrea?,Wie viele Menschen sind in Eritrea?,0.9975049
201,42110,Warum ist in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,Warum scheint in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,0.9983457
202,42111,Wie soll nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwachsen?,Wie wird nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwachsen?,0.999109
203,38177,Wie viele Tonnen Bomben wurden von den USA während des Koreakrieges abgeworfen?,Wie viele Tonnen Bomben werden von den USA während des Koreakrieges abgeworfen?,0.9969748
204,38206,Seit wann hat in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,Seit wann erzielt in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen?,0.99812394
205,38207,Wie ist die Pressefreiheit in Griechenland im Vergleich zu anderen Ländern?,Wie steht die Pressefreiheit in Griechenland im Vergleich zu anderen Ländern?,0.9983515
206,38251,Was ist ein Güteraufzug?,Was für ein Güteraufzug?,0.99152803
207,38252,Warum dürfen die Güteraufzüge nur von außen bedient werden?,Warum können die Güteraufzüge nur von außen bedient werden?,0.9994946
208,38253,Was ist eine Sonderform von Güteraufzügen?,Was bedeutet eine Sonderform von Güteraufzügen?,0.991106
209,38255,Wozu werden Kleinlastenaufzüge genutzt?,Wozu wurden Kleinlastenaufzüge genutzt?,0.9977449
