,id,questions,questions_perturbed,similarity_scores
28,40500,Wo fand das erste Spiel des FC Barcelona statt?,Wo f and das erste Spiel des FC Barcelona statt?,0.9899297
29,40501,Was war die erste Spielstätte des FC Barcelona?,Was war die erste Spielstätte des FC B arcelona?,0.99612916
30,40502,Wie viele Fans passten in das erste Stadion des FC Bareclona?,Wie viele Fans passten in das erste Sta dion des FC Bareclona?,0.996451
31,40503,Wie lange dauerte der Bau des Camp de Les Corts,Wie lange dauerte der Bau des Camp de L es Corts,0.9975283
32,40511,In welchem weiteren Museums Haus hat Frida Kahlo abgesehen Vom Museo Frida Kahlo gewohnt?,In welchem weiteren Mus eums Haus hat Frida Kahlo abgesehen Vom Museo Frida Kahlo gewohnt?,0.97756803
33,40506,Wo in Mexiko-Stadt ist das Museo Frida Kahlo?,Wo in Mexiko-Stadt i st das Museo Frida Kahlo?,0.99423623
34,40507,Welche Farbe hat das Museo Frida Kahlo?,Welche Farbe hat das Museo Fr ida Kahlo?,0.9969561
35,40509,In welchem Stil ist das Museo Frida Kahlo gebaut?,In welchem S til ist das Museo Frida Kahlo gebaut?,0.99389005
36,40510,Mit wem war Frida Kahlo verheiratet?,Mit wem war Frida Kah lo verheiratet?,0.9981834
37,40535,Was waren die Hauptprobleme der Aggregat-4 Rakete?,Was w aren die Hauptprobleme der Aggregat-4 Rakete?,0.99111664
38,40540,Wer ist der größte Rosinen Exporteur der Welt?,Wer ist der größte Rosin en Exporteur der Welt?,0.9971517
39,40541,Welches Land ist der größte Safran Exporteur?,Welches La nd ist der größte Safran Exporteur?,0.99393356
40,40542,Wie viel Prozent des Irans werden für die Landwirtschaft benutzt?,W ie viel Prozent des Irans werden für die Landwirtschaft benutzt?,0.99137396
41,36767,Was tauschen Bakterien mit Sexpili untereinander aus?,Was tauschen Bakterien mit Sexpili untereinander a us?,0.9939163
42,36768,Wie können Bakterien auch ohne Sexpili DNA untereinander austauschen?,Wie können Bakterien auch ohne Sexp ili DNA untereinander austauschen?,0.99800426
43,36789,Wie viele schwarze Menschen leben in Frankreich?,Wie viele s chwarze Menschen leben in Frankreich?,0.991849
44,36790,Woher kommen die meisten Schwarzen Frankreichs?,Woher kom men die meisten Schwarzen Frankreichs?,0.99507743
45,36798,Warum gab es in der französischen Regierung oft schwarze Minister?,Warum gab es in der französisch en Regierung oft schwarze Minister?,0.9985717
46,36799,Wo leben die meisten schwarzen in Frankreich?,Wo leben die meisten schw arzen in Frankreich?,0.99817175
47,36800,Warum sind Schwarze aus Überseegebieten in Frankreich tendenziell besser integriert als Schwarze aus Schwarzafrika?,Warum sind Schw arze aus Überseegebieten in Frankreich tendenziell besser integriert als Schw arze aus Schwarzafrika?,0.99686694
48,36801,Wie viele Schwarze waren in der Fußballnationalmannschaft Frankreichs bei der WM 2006?,Wie viele Sch warze waren in der Fußballnationalmannschaft Frankreichs bei der WM 2006?,0.99673617
49,36802,Wer wurde 2005 als schwarze Frau Ministerin in Frankreich?,Wer wurde 2 005 als schwarze Frau Ministerin in Frankreich?,0.9950471
50,41037,Was ist die beste Schweizer Fußball Liga?,Was ist die beste Schweizer Fußba ll Liga?,0.9950047
51,41044,Was ist der größte Leichtathletik Verein der Schweiz?,Was ist der größte Leichtathlet ik Verein der Schweiz?,0.99618155
52,37175,In welcher Eritreischen Stadt Produziert Tesinma Busse?,In welcher Eritreischen Stadt Produziert Tesi nma Busse?,0.9978722
53,41049,Welche Voraussetzung muss der Staatspräsident von Zypern erfüllen?,Welche Voraussetzung muss der Staatspräsident von Zyp ern erfüllen?,0.9966974
54,41047,Wer ist das Staatsoberhaupt von Zypern?,Wer i st das Staatsoberhaupt von Zypern?,0.9880726
55,41051,Wie lange ist die Amtsperiode des zypriotischen Staatspräsidenten?,Wie lange ist die Amtsperiode des zypriotischen St aatspräsidenten?,0.9983375
56,41052,Seit wann die ist das Amt des stellvertretenden Staatspräsidenten unbesetzt?,S eit wann die ist das Amt des stellvertretenden Staatspräsidenten unbesetzt?,0.9969616
57,41053,Als was bezeichnete der Demokratieindex Zypern 2019?,Als w as bezeichnete der Demokratieindex Zypern 2019?,0.9930526
58,41054,Wie heißt die große kommunistische Partei in Zypern?,Wie heißt die große kommunistische Partei in Zype rn?,0.99580145
59,41055,Wie viele Sitze gibt es im Parlament von zypern?,Wie vi ele Sitze gibt es im Parlament von zypern?,0.9872416
60,41056,In welchen Ländern gibt es die Sommerzeit?,In welchen Ländern gibt es d ie Sommerzeit?,0.9945689
61,41046,In welcher Jahreszeit wird auf die Sommerzeit umgestellt?,In welcher Jahreszeit wird auf d ie Sommerzeit umgestellt?,0.99353
62,41057,Wann beginnt die Sommerzeit?,W ann beginnt die Sommerzeit?,0.9871643
63,41067,Woher kommt der Begriff Pestizid?,Woher kommt der Begriff Pes tizid?,0.99236125
64,41105,Von welchem Land ist die Kultur der Tristan da Cunha Inseln stark beeinflusst?,Von welchem Land ist die Kultur der Tristan da Cunha Inseln st ark beeinflusst?,0.9975294
65,41107,Wie viel Alkohol trinken die Bewohner der Inseln Tristan da Cunhas?,Wie vi el Alkohol trinken die Bewohner der Inseln Tristan da Cunhas?,0.9866386
66,41111,Wie viele polnische Spielfilme über Chopin gibt es?,Wie viele polnische Spi elfilme über Chopin gibt es?,0.9938043
67,41115,Was sind die wichtigsten Abschnitt Maßeinheits Größen des Korans?,Was sind die wichtigsten Abschnitt Maßeinheits Größen d es Korans?,0.9967172
68,41116,Wofür ist die Einteilung des Korans in den Dschuz besonders praktisch?,Wofür ist die Einteilung d es Korans in den Dschuz besonders praktisch?,0.9972006
69,41118,An was erkennt man die einzelnen Unterteilungen des Korans?,An was erkennt man die einzeln en Unterteilungen des Korans?,0.9951312
70,41119,Was wird für die MP3 Kompression benutzt?,Was wird für die MP3 Kompressi on benutzt?,0.99352366
71,41123,Wo wurde das MP3 Verfahren entwickelt?,Wo wurde d as MP3 Verfahren entwickelt?,0.9915277
72,41124,Wann liefen die letzten Patente für das MP3 Format aus?,Wann liefen d ie letzten Patente für das MP3 Format aus?,0.99368256
73,41133,Welches Land hatte die größte freiwillige Armee im zweiten Weltkrieg?,Welches Land hatte die größte freiwillige Armee im zweiten Wel tkrieg?,0.99802834
74,41134,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs eingesetzt?,Wo wurde die indische Armee am Anfang des z weiten Weltkriegs eingesetzt?,0.99765766
75,41135,Wer gründete die Indische Legion in Europa?,W er gründete die Indische Legion in Europa?,0.9912656
76,41136,Wo hat Subhash Chandra Bose die Indische Nationale Armee gegründet?,Wo hat Subhash Chandra Bose d ie Indische Nationale Armee gegründet?,0.9948213
77,41137,Wie viele Soldaten in Indien wurden während des Zweiten Weltkriegs getötet?,W ie viele Soldaten in Indien wurden während des Zweiten Weltkriegs getötet?,0.99025923
78,41131,Warum wollte Indien in den zweiten Weltkrieg eintreten?,Warum wollte Indien in den z weiten Weltkrieg eintreten?,0.9936697
79,41132,Wie viel Mann hatte die indische Armee zu Beginn des zweiten Weltkrieges?,Wie vi el Mann hatte die indische Armee zu Beginn des zweiten Weltkrieges?,0.9825499
80,41186,Was kann die Lebensdauer einer Glühbirne verlängern?,Was kann die Lebensdauer einer Glühbirne ve rlängern?,0.995469
81,41187,Welche Lampen sind schwierig zu wechseln?,Welche Lampen sind schwierig zu we chseln?,0.99302024
82,41192,Wie kann die USA einen neuen Bundesstaat aufnehmen? ,Wie kann d ie USA einen neuen Bundesstaat aufnehmen? ,0.9941264
83,41205,Warum ist öffentliche Verkehrsmittel so beliebt in New York?,Warum ist öffentliche Verkehrsmittel so be liebt in New York?,0.99337745
84,41202,In welche Teile ist das Straßennetz in Manhattan unterteilt?,In welche Teile i st das Straßennetz in Manhattan unterteilt?,0.99265444
85,41203,Welches Transportmittel benutzen die meisten Einwohner in New York?,Welches Transportmittel benutzen d ie meisten Einwohner in New York?,0.99358565
86,41204,Welches Transportmittel ist typisch für New York?,Welches Transportmittel ist typisch für N ew York?,0.99696434
87,41211,Wie viele Menschen leben im südlichen Teil von Zypern?,Wie viele Menschen leben im südlichen Te il von Zypern?,0.99727136
88,41214,Wie hoch ist der Migrantenanteil in Zypern?,Wie hoch ist d er Migrantenanteil in Zypern?,0.994957
89,41213,Wie viele Deutschen wohnen in Südzypern?,W ie viele Deutschen wohnen in Südzypern?,0.98175824
90,41215,Aus welchen Ländern kommen die meisten Migranten in Zypern?,Aus welchen Ländern k ommen die meisten Migranten in Zypern?,0.99103737
91,41219,Wie hängen Frequenz und Kapazität bei Kondensatoren zusammen?,Wie hängen Frequenz und Kapazität b ei Kondensatoren zusammen?,0.99401975
92,41220,Wo wird ein Kondensator vorwiegend induktiv wirksam?,Wo wird ein Kondensator vorwiegend induk tiv wirksam?,0.9986064
93,41221,Als was wirkt der Kondensator bei höheren Frequenzen?,Als was wirkt d er Kondensator bei höheren Frequenzen?,0.9965679
94,41222,Welche Kondensatoren werden für Frequenzen um 100 MHz eingesetzt?,W elche Kondensatoren werden für Frequenzen um 100 MHz eingesetzt?,0.98812985
95,41223,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensatoren wirksam?,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensator en wirksam?,0.9964718
96,41224,Wieso werden verschiedene Arten von Kondensatoren kombiniert?,W ieso werden verschiedene Arten von Kondensatoren kombiniert?,0.98139507
97,41225,Was ist der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,Was i st der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,0.994571
98,41226,Was wird als Gleichgewichtslinie eines Gletschers bezeichnet?,Was wird als Gleichgewichtslinie eines Gletschers bezeic hnet?,0.9921715
99,41228,Wie ist das Zehrgebiet des Gletschers definiert?,W ie ist das Zehrgebiet des Gletschers definiert?,0.98915315
100,41229,Wie heißt der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,Wie heißt der Bereich oberha lb der Gleichgewichtslinie des Gletschers?,0.99692875
101,41227,Wie heißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,Wie heißt der Bereich unterhalb der Gleichgewichtslinie d es Gletschers?,0.99676764
102,41230,Wie ist das Akkumulationsgebiet des Gletschers definiert?,Wie ist das Akkumulationsgebiet d es Gletschers definiert?,0.9974565
103,41279,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formal festgeschrieben?,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formal festgeschr ieben?,0.9953753
104,41280,Wann wurde das Edikt von Gülhane erlassen?,Wann wurde das Edikt v on Gülhane erlassen?,0.99657106
105,41282,Wann wurde der Hatt-i Hümayun erlassen?,Wann wu rde der Hatt-i Hümayun erlassen?,0.9892547
106,41283,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieben?,Wann wurde die griechische Bevölkerung aus d em Osmanischen Reich vertrieben?,0.9975373
107,41284,Welches Gesetz war Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,Welches G esetz war Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,0.99619037
108,41285,Welche Volksgruppe wurde 1915 im Osmanischen Reich Opfer eines Völkermordes?,Welche Volksgruppe wurde 1915 im Osmanischen Re ich Opfer eines Völkermordes?,0.99323696
109,41288,Welche Gruppe mit nationalistischen Ideen erlangte in der Endphase des Osmanischen Reichs die Macht?,Welche Gruppe mit nationalistischen Ideen erlangte in d er Endphase des Osmanischen Reichs die Macht?,0.99884593
110,41290,Wie viele Kasus gibt es im Tschechischen?,Wie viele Kasus g ibt es im Tschechischen?,0.992154
111,41292,Welche Genera gibt es im Tschechischen?,Welc he Genera gibt es im Tschechischen?,0.9882788
112,41294,Welche Artikel gibt es im Tschechischen?,Welche Ar tikel gibt es im Tschechischen?,0.9896053
113,41295,Wozu dient die Kurzform von Adjektiven im Tschechischen?,Wozu dient die Kurzf orm von Adjektiven im Tschechischen?,0.99510634
114,41296,Wann wurde ASCII eingeführt?,Wann wurde ASCII ein geführt?,0.99718815
115,41297,Wie viele Zeichen umfasst ASCII?,Wie viele Zeichen um fasst ASCII?,0.9946745
116,41299,Welche Buchstaben umfasst ASCII?,Welche Buchstaben umfa sst ASCII?,0.9877645
117,41301,Wie viele Steuerzeichen gibt es im ASCII-Code?,Wie v iele Steuerzeichen gibt es im ASCII-Code?,0.9915311
118,41349,Für wie viel Geld wurde Neymar zu Paris Saint Germain transferiert?,Für wie viel Geld wurde Neymar zu Paris Sai nt Germain transferiert?,0.9966597
119,41350,"In welcher Mannschaft spielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?","In welcher M annschaft spielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?",0.9953475
120,41364,"Welche Art von Kondensatoren wurden mit ""cm"" gemessen?","Welche Art von Kondensatoren wurden m it ""cm"" gemessen?",0.99557596
121,41366,In welchem Jahr wurde die US-Army aufgestellt?,In we lchem Jahr wurde die US-Army aufgestellt?,0.99258614
122,41367,Was sind die Aufgaben der US-Army?,Was si nd die Aufgaben der US-Army?,0.99331367
123,41368,Welche Armeen der Welt haben mehr Mann als die US-Army?,Welche Armeen der Welt haben mehr Mann a ls die US-Army?,0.9943104
124,41369,In welchem Teil von China liegt Zhejiang?,In welchem Te il von China liegt Zhejiang?,0.9942886
125,41370,Woran grenzt Zhejiang im Norden?,W oran grenzt Zhejiang im Norden?,0.9790921
126,41372,Was liegt südlich von Zhejiang?,Was liegt südlich v on Zhejiang?,0.9921959
127,41373,In welche Zonen wird Zhejiang gegliedert?,In welche Zonen wird Zhe jiang gegliedert?,0.9983524
128,41374,Wie viel Prozent der Fläche von Zhejiang bilden Gebirge?,Wie viel Prozent der Fläche von Zhejia ng bilden Gebirge?,0.98903984
129,41375,Wie viele Bergketen hat Zhejiang?,Wie viele Bergketen hat Zhejia ng?,0.9851394
130,41376,Wie hoch ist der höchste Punkt in Zhejiang?,Wie hoch ist der höchste Pu nkt in Zhejiang?,0.99457425
131,41377,Was ist der höchste Punkt in Zhejiang?,Was i st der höchste Punkt in Zhejiang?,0.99108803
132,41378,Welche Flüsse verlaufen in Zhejiang?,Welche Flüsse ve rlaufen in Zhejiang?,0.99459624
133,41379,Welche natürliche Seen gibt es in Zhejiang?,W elche natürliche Seen gibt es in Zhejiang?,0.98948896
134,41380,Wie viele Inseln gibt es in Zhejiang?,Wie viele I nseln gibt es in Zhejiang?,0.99379236
135,41391,Wie sieht die molekulare Struktur von Eis aus?,W ie sieht die molekulare Struktur von Eis aus?,0.9896228
136,41392,In welchem Fall bewegt sich die obere Gletscherschicht schneller als die darunterliegende?,In welchem Fall bewegt sich die obere Gletscherschicht schneller a ls die darunterliegende?,0.99630535
137,41393,Warum ist die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,War um ist die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,0.9892997
138,38513,In welchem Bundesstaat liegt Houston?,In we lchem Bundesstaat liegt Houston?,0.98647916
139,38514,Wo liegt Houston?,Wo lie gt Houston?,0.9903071
140,38515,Wie viel der Fläche von Houston besteht aus Wasser?,Wie v iel der Fläche von Houston besteht aus Wasser?,0.9892853
141,38516,In welchem County liegt Houston?,In welchem County liegt H ouston?,0.99388146
142,38517,Wie heißt der Schifffahrtskanal in Houston?,Wie heißt der Schifffahrtskanal in Ho uston?,0.99552417
143,38518,"Wie heißt der Fluss, der durch Houston fließt?","W ie heißt der Fluss, der durch Houston fließt?",0.98567086
144,38519,Wo mündet der Buffalo Bayou?,Wo mündet der Buffalo Bay ou?,0.9918662
145,41413,Wie heißt die Methode des Regenwassersammelns in Rajasthan?,Wie heißt die Methode d es Regenwassersammelns in Rajasthan?,0.9954432
146,41415,"Was versteht man unter dem ""Johad""?","Was versteht m an unter dem ""Johad""?",0.9947447
147,41417,Welches Ergebnis hat der Bau von Johads in Rajasthan?,Welches Ergebnis hat der Bau v on Johads in Rajasthan?,0.99366575
148,41419,Was versuchen die Umweltorganisationen wie CSE in Indien zu verbessern?,Was versuchen die Umweltorganisationen w ie CSE in Indien zu verbessern?,0.99508685
149,38624,Seit wann gibt es eine quelloffene Variante von Poseidon für AROS?,Seit wann gi bt es eine quelloffene Variante von Poseidon für AROS?,0.9908958
150,38625,Ist USB mit Atari MINT benutzbar?,Ist USB mit At ari MINT benutzbar?,0.99321544
151,38626,Welche USB-Versionen unterstützt Windows 10?,W elche USB-Versionen unterstützt Windows 10?,0.9817315
152,38627,Kann man USB-Anschlüsse mit DOS benutzen?,Kann man USB-An schlüsse mit DOS benutzen?,0.9978143
153,41435,Wann fand die Premier League erstmals statt?,W ann fand die Premier League erstmals statt?,0.97927594
154,41436,Wie viele Vereine spielten beim ersten Turnier der Premier League teil?,Wie viele Vereine spielten beim ersten Turnier d er Premier League teil?,0.9973847
155,41437,Welcher Verein erzielte das erste Tor in der Premier League?,Welcher Verein erz ielte das erste Tor in der Premier League?,0.99172926
156,41438,Seit wann spielten in der Premier League nur noch 20 Vereine?,Seit w ann spielten in der Premier League nur noch 20 Vereine?,0.99305063
157,41439,Was forderte die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,Was forderte die FIFA in Bezug a uf die Anzahl der Vereine in der Premier League?,0.99623466
158,41440,Welcher war der erste nicht-englische Verein in der Premier League?,Welcher war d er erste nicht-englische Verein in d er Premier League?,0.9943719
159,41441,Wie hieß die Premier League vor 2007 offiziell?,Wie hieß die Premier L eague vor 2007 offiziell?,0.99348605
160,41449,Welche Filme verfügen bei HDTV nicht über Mehrkanalton?,Welche Filme ver fügen bei HDTV nicht über Mehrkanalton?,0.99078375
161,41531,Wie schwer ist ein Schlachtreifer Strauß?,W ie schwer ist ein Schlachtreifer Strauß?,0.9903772
162,41532,Welchem anderen Fleisch ist das Straußenfleisch ähnlich?,Welchem anderen Fleisch ist das Straußenf leisch ähnlich?,0.9953701
163,41536,Wer benutzt den deutschen Fußballjargon hauptsächlich?,Wer ben utzt den deutschen Fußballjargon hauptsächlich?,0.98966986
164,41537,Welche Art von Sprache ist der Fußballjargon?,Welche Art v on Sprache ist der Fußballjargon?,0.99482876
165,41538,"Was ist das ""Sommermärchen""","Was ist d as ""Sommermärchen""",0.98903996
166,41539,Welche Länder nutzen den Begriff Soccer?,Welche Länder nutzen den Begriff Soc cer?,0.9950423
167,41540,Wie viele Touristen schlafen jährlich in Bern?,Wie viele Touristen schlafen jähr lich in Bern?,0.9932243
168,41541,Wie viele Touristen in Bern kommen aus dem Ausland?,Wie viele Touristen in Bern k ommen aus dem Ausland?,0.9964351
169,41542,Woher kommen die meisten ausländischen Touristen Berns?,Woh er kommen die meisten ausländischen Touristen Berns?,0.99513906
170,41543,Wann kommen die meisten Touristen nach Bern?,Wann kommen die mei sten Touristen nach Bern?,0.99044365
171,41599,Wer bewertete die Leistung von England im ersten Weltkrieg?,W er bewertete die Leistung von England im ersten Weltkrieg?,0.9911513
172,41600,Wer war 1921 britischer Premierminister?,Wer war 1 921 britischer Premierminister?,0.9879301
173,41601,Seit wann hat England einen Generalstab?,Seit wann hat England einen Gener alstab?,0.99180347
174,41602,"Warum hat Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?","Warum hat Lo rd Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?",0.99518657
175,41603,Wer führte in England das Amt des Verteidigungsministers ein?,Wer führte in England das Amt des Verteidigungsminis ters ein?,0.9960007
176,41604,Welche britischen Ministerien wurden zum heutigen Verteidigungsministerium zusammengefasst?,W elche britischen Ministerien wurden zum heutigen Verteidigungsministerium zusammengefasst?,0.985027
177,41606,In welcher Klimazone liegt Oklahoma City?,In we lcher Klimazone liegt Oklahoma City?,0.9846471
178,41607,Wann war der heißeste Tag in Oklahoma City?,Wann war der heißeste T ag in Oklahoma City?,0.9941598
179,41609,Was war die kälteste gemessene Temperatur in Oklahoma City?,Was war die kälteste gemessene Temperatur in Ok lahoma City?,0.9963284
180,41610,Wie oft treten in Oklahoma City Tornados auf?,W ie oft treten in Oklahoma City Tornados auf?,0.9865371
181,41611,Seit wann ist Zypern EU-Mitglied?,Seit wann i st Zypern EU-Mitglied?,0.99344575
182,41613,Welches Land erkennt Zypern nicht offiziell an?,Welches Land er kennt Zypern nicht offiziell an?,0.9932094
183,41614,Seit wann gibt es den Euro in Zypern?,Seit wann gibt es den Euro in Zy pern?,0.9931679
184,41615,Welche Maßnahmen unternimmt die Türkei gegen Zypern?,Welche Maßnahmen unternimmt die Türkei g egen Zypern?,0.99202085
185,41616,Wann war Zypern kurz vor dem Staatsbankrott?,Wann war Zype rn kurz vor dem Staatsbankrott?,0.9950409
186,41617,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu verhindern?,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu ver hindern?,0.99687564
187,38628,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen genannt?,Wie wurde der Zus ammenschluss mehrerer Sippen bei den Slawen genannt?,0.99299526
188,38629,Wie war das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,Wie war d as Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,0.9957541
189,38630,Welchen Stellenwert hatte die Ehe bei den Slawen?,We lchen Stellenwert hatte die Ehe bei den Slawen?,0.9921866
190,38546,Wo würde das frühere Baktrien heutzutage liegen?,Wo würde das frühere Baktrien heutzutage lie gen?,0.9932587
191,38550,Wo herrschten die Shunga um 100 v. Chr.?,Wo herrschten die Shunga um 1 00 v. Chr.?,0.99841297
192,38973,Welche Religion favorisierten die Shunga um 100  v. Chr.?,Welche Religion fav orisierten die Shunga um 100  v. Chr.?,0.9951249
193,38060,Wer darf wie viele Vertreter in den Inselrat von St. Helena schicken?,Wer da rf wie viele Vertreter in den Inselrat von St. Helena schicken?,0.99047524
194,42109,Wie viele Menschen leben in Eritrea?,W ie viele Menschen leben in Eritrea?,0.98369485
195,42110,Warum ist in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,Warum i st in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,0.9938119
196,42111,Wie soll nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwachsen?,Wie soll nach Einschätzungen die Bevölkerung in Eritrea b is 2050 anwachsen?,0.9959668
197,38177,Wie viele Tonnen Bomben wurden von den USA während des Koreakrieges abgeworfen?,Wie viele Tonnen Bomben wu rden von den USA während des Koreakrieges abgeworfen?,0.9944685
198,38206,Seit wann hat in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,Seit wann hat in G riechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,0.9967112
199,38207,Wie ist die Pressefreiheit in Griechenland im Vergleich zu anderen Ländern?,Wie ist die Pressef reiheit in Griechenland im Vergleich zu anderen Ländern?,0.9940565
200,38251,Was ist ein Güteraufzug?,Was ist e in Güteraufzug?,0.9901529
201,38252,Warum dürfen die Güteraufzüge nur von außen bedient werden?,Warum dür fen die Güteraufzüge nur von außen bedient werden?,0.9946439
202,38253,Was ist eine Sonderform von Güteraufzügen?,Was ist ei ne Sonderform von Güteraufzügen?,0.9945587
203,38255,Wozu werden Kleinlastenaufzüge genutzt?,Wozu werden K leinlastenaufzüge genutzt?,0.9942847
204,38256,Wofür werden Möbellifte benutzt?,Wo für werden Möbellifte benutzt?,0.9959781
205,38293,Wie heißen die vier Konservatorien in London?,Wie hei ßen die vier Konservatorien in London?,0.9916135
206,45264,Wann starb der Mann von Queen Victoria?,W ann starb der Mann von Queen Victoria?,0.9830431
207,45268,Wie viele Kinder hatte Queen Victoria?,Wie viele Kinder hatte Qu een Victoria?,0.9909098
208,45276,Welche Krankheit wurde vor seinem Tod bei Queen Victorias Ehemann festgestellt?,Welche Krankheit wurde vor seinem T od bei Queen Victorias Ehemann festgestellt?,0.9966634
