,id,questions,questions_perturbed,similarity_scores
32,40511,In welchem weiteren Museums Haus hat Frida Kahlo abgesehen Vom Museo Frida Kahlo gewohnt?,In welchem anderen Museumsaus wohnte Frida Kahlo außer dem Museo Frida Kahlo?,0.97716415
33,40506,Wo in Mexiko-Stadt ist das Museo Frida Kahlo?,Wo in Mexiko-Stadt ist das Museo Frida Kahlo?,1.0
34,40507,Welche Farbe hat das Museo Frida Kahlo?,Welche Farbe hat das Frida Kahlo Museum?,0.97483325
35,40509,In welchem Stil ist das Museo Frida Kahlo gebaut?,In welchem Stil ist das Frida Kahlo Museum gebaut?,0.98596287
36,40510,Mit wem war Frida Kahlo verheiratet?,Mit wem war Frida Kahlo verheiratet?,1.0000001
37,40535,Was waren die Hauptprobleme der Aggregat-4 Rakete?,Was waren die Hauptprobleme mit der Aggregate-4-Rakete?,0.99267876
38,40536,Was waren die Hauptmotive für den Wettlauf ins All?,Was waren die Hauptmotive für das Weltraumrennen?,0.98935485
39,40540,Wer ist der größte Rosinen Exporteur der Welt?,Wer ist der größte Exporteur von Rosinen?,0.9927389
40,40541,Welches Land ist der größte Safran Exporteur?,Welches Land ist der größte Exporteur von Safran?,0.9959143
41,40542,Wie viel Prozent des Irans werden für die Landwirtschaft benutzt?,Wie viel Prozent des Iran wird für die Landwirtschaft genutzt?,0.99337816
42,36767,Was tauschen Bakterien mit Sexpili untereinander aus?,Was tauschen Bakterien und Sexualwürmer aus?,0.9868052
43,36768,Wie können Bakterien auch ohne Sexpili DNA untereinander austauschen?,Wie können Bakterien sogar ohne Sexpili DNA austauschen?,0.99299973
44,36789,Wie viele schwarze Menschen leben in Frankreich?,Wie viele Schwarze leben in Frankreich?,0.99466926
45,36790,Woher kommen die meisten Schwarzen Frankreichs?,Woher kommen die meisten Schwarzen in Frankreich?,0.99401927
46,36798,Warum gab es in der französischen Regierung oft schwarze Minister?,Warum gab es in der französischen Regierung oft schwarze Minister?,1.0000001
47,36799,Wo leben die meisten schwarzen in Frankreich?,Wo leben die meisten Schwarzen in Frankreich?,0.9981338
48,36800,Warum sind Schwarze aus Überseegebieten in Frankreich tendenziell besser integriert als Schwarze aus Schwarzafrika?,Warum sind Schwarze aus Übersee-Regionen in Frankreich tendenziell besser integriert als Schwarze aus Subsahara-Afrika?,0.9894615
49,36801,Wie viele Schwarze waren in der Fußballnationalmannschaft Frankreichs bei der WM 2006?,Wie viele Schwarze waren bei der französischen Fußballnationalmannschaft bei der Weltmeisterschaft 2006?,0.9957852
50,36802,Wer wurde 2005 als schwarze Frau Ministerin in Frankreich?,Wer wurde 2005 die erste schwarze Frau Ministerin in Frankreich?,0.9885112
51,41037,Was ist die beste Schweizer Fußball Liga?,Was ist die beste Schweizer Fußballliga?,0.9971031
52,41044,Was ist der größte Leichtathletik Verein der Schweiz?,Was ist der größte Leichtathletikverein der Schweiz?,0.9982049
53,37175,In welcher Eritreischen Stadt Produziert Tesinma Busse?,In welcher eritreischen Stadt produziert Tesinma Busse?,0.99208283
54,41049,Welche Voraussetzung muss der Staatspräsident von Zypern erfüllen?,Was ist die Bedingung für den Präsidenten Zyperns?,0.9504649
55,41047,Wer ist das Staatsoberhaupt von Zypern?,Wer ist das Staatsoberhaupt Zyperns?,0.99687827
56,41051,Wie lange ist die Amtsperiode des zypriotischen Staatspräsidenten?,Wie lange dauert die Amtszeit des Präsidenten von Zypern?,0.9817895
57,41052,Seit wann die ist das Amt des stellvertretenden Staatspräsidenten unbesetzt?,Seit wann ist das Amt des Vizepräsidenten leer?,0.9823957
58,41053,Als was bezeichnete der Demokratieindex Zypern 2019?,Wie bewertete der Demokratieindex Zypern im Jahr 2019?,0.95176786
59,41054,Wie heißt die große kommunistische Partei in Zypern?,Wie heißt die große kommunistische Partei auf Zypern?,0.9988856
60,41055,Wie viele Sitze gibt es im Parlament von zypern?,Wie viele Sitze gibt es im Parlament von Zypern?,0.9970622
61,41056,In welchen Ländern gibt es die Sommerzeit?,In welchen Ländern gilt die Sommerzeit?,0.9904123
62,41046,In welcher Jahreszeit wird auf die Sommerzeit umgestellt?,In welcher Jahreszeit ist Sommerzeit?,0.95049155
63,41057,Wann beginnt die Sommerzeit?,Wann beginnt die Sommerzeit?,1.0
64,41067,Woher kommt der Begriff Pestizid?,Woher kommt der Begriff Pestizid?,1.0
65,41105,Von welchem Land ist die Kultur der Tristan da Cunha Inseln stark beeinflusst?,Welches Land hat die Kultur der Inseln Tristan da Cunha stark beeinflusst?,0.9831285
66,41107,Wie viel Alkohol trinken die Bewohner der Inseln Tristan da Cunhas?,Wie viel Alkohol trinken die Bewohner der Inseln von Tristan da Cunha?,0.99257314
67,41111,Wie viele polnische Spielfilme über Chopin gibt es?,Wie viele polnische Filme über Chopin gibt es?,0.99757373
68,41115,Was sind die wichtigsten Abschnitt Maßeinheits Größen des Korans?,Was sind die wichtigsten Abschnitte der Qur'an-Maßeinheiten?,0.97540903
69,41116,Wofür ist die Einteilung des Korans in den Dschuz besonders praktisch?,Warum ist die Aufteilung des Korans in Jshuts besonders praktisch?,0.9790278
70,41117,Wofür wird die Einteilung des Korans in 30 Teile beim Ramadan benutzt?,"Was ist die Aufteilung des Qur'an in 30 Teile, die im Ramadan verwendet wird?",0.9681083
71,41118,An was erkennt man die einzelnen Unterteilungen des Korans?,Woher kennst du die verschiedenen Teile des Koran?,0.972532
72,41119,Was wird für die MP3 Kompression benutzt?,Wofür wird die MP3-Komprimierung verwendet?,0.97079647
73,41122,Welches Verfahren zur Daten Kompression von Musik an Computern wird am häufigsten benutzt?,Welche Methode wird am häufigsten für die Datenkomprimierung von Musik auf Computern verwendet?,0.9812165
74,41123,Wo wurde das MP3 Verfahren entwickelt?,Wo wurde das MP3-Verfahren entwickelt?,0.99073625
75,41124,Wann liefen die letzten Patente für das MP3 Format aus?,Wann sind die letzten Patente auf das MP3-Format abgelaufen?,0.99375844
76,41133,Welches Land hatte die größte freiwillige Armee im zweiten Weltkrieg?,Welches Land hatte die größte freiwillige Armee im Zweiten Weltkrieg?,0.99815744
77,41134,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs eingesetzt?,Wo war die indische Armee zu Beginn des Zweiten Weltkriegs stationiert?,0.9953487
78,41135,Wer gründete die Indische Legion in Europa?,Wer gründete die Indianerlegion in Europa?,0.98619646
79,41136,Wo hat Subhash Chandra Bose die Indische Nationale Armee gegründet?,Wo hat Subhash Chandra Bose die indische Armee gegründet?,0.997246
80,41137,Wie viele Soldaten in Indien wurden während des Zweiten Weltkriegs getötet?,Wie viele Soldaten in Indien wurden im Zweiten Weltkrieg getötet?,0.99667233
81,41131,Warum wollte Indien in den zweiten Weltkrieg eintreten?,Warum wollte Indien in den Zweiten Weltkrieg eintreten?,0.9991488
82,41132,Wie viel Mann hatte die indische Armee zu Beginn des zweiten Weltkrieges?,Wie viele Männer hatte die indische Armee zu Beginn des Zweiten Weltkriegs?,0.99699223
83,41186,Was kann die Lebensdauer einer Glühbirne verlängern?,Was kann die Lebensdauer einer Glühbirne verlängern?,0.99999994
84,41187,Welche Lampen sind schwierig zu wechseln?,Welche Lichter sind schwer zu ändern?,0.99114424
85,41192,Wie kann die USA einen neuen Bundesstaat aufnehmen? ,Wie können die Vereinigten Staaten einen neuen Staat aufnehmen?,0.9827229
86,41205,Warum ist öffentliche Verkehrsmittel so beliebt in New York?,Warum sind öffentliche Verkehrsmittel in New York so beliebt?,0.9874974
87,41202,In welche Teile ist das Straßennetz in Manhattan unterteilt?,Wie sieht das Straßennetz in Manhattan aus?,0.9580996
88,41203,Welches Transportmittel benutzen die meisten Einwohner in New York?,Welche Verkehrsmittel benutzen die meisten New Yorker?,0.9766347
89,41204,Welches Transportmittel ist typisch für New York?,Wie ist das typische Verkehrsmittel in New York?,0.970793
90,41211,Wie viele Menschen leben im südlichen Teil von Zypern?,Wie viele Menschen leben im südlichen Teil Zyperns?,0.99855536
91,41214,Wie hoch ist der Migrantenanteil in Zypern?,Wie hoch ist der Anteil der Migranten in Zypern?,0.9942481
92,41213,Wie viele Deutschen wohnen in Südzypern?,Wie viele Deutsche leben auf Südzypern?,0.9926363
93,41215,Aus welchen Ländern kommen die meisten Migranten in Zypern?,Welche Länder sind die Hauptquellen der Migration in Zypern?,0.97633207
94,41219,Wie hängen Frequenz und Kapazität bei Kondensatoren zusammen?,Wie hängen Frequenz und Kapazität in Kondensatoren zusammen?,0.99705094
95,41220,Wo wird ein Kondensator vorwiegend induktiv wirksam?,Wo wird ein Kondensator überwiegend induktiv?,0.9886467
96,41221,Als was wirkt der Kondensator bei höheren Frequenzen?,Was macht der Kondensator bei höheren Frequenzen?,0.96022534
97,41222,Welche Kondensatoren werden für Frequenzen um 100 MHz eingesetzt?,Welche Kondensatoren werden für Frequenzen um 100 MHz verwendet?,0.9995963
98,41223,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensatoren wirksam?,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensatoren wirksam?,1.0
99,41224,Wieso werden verschiedene Arten von Kondensatoren kombiniert?,Warum werden verschiedene Kondensatoren kombiniert?,0.98836666
100,41225,Was ist der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,Wie heißt die Gleichgewichtslinie am Gletscher?,0.9724173
101,41226,Was wird als Gleichgewichtslinie eines Gletschers bezeichnet?,Was ist die Gleichgewichtslinie eines Gletschers?,0.98481536
102,41228,Wie ist das Zehrgebiet des Gletschers definiert?,Wie wird die Fläche des Gletschers definiert?,0.98713624
103,41229,Wie heißt der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,Wie heißt der Bereich über der Gleichgewichtslinie des Gletschers?,0.99380165
104,41227,Wie heißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,Wie heißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,1.0000001
105,41230,Wie ist das Akkumulationsgebiet des Gletschers definiert?,Wie wird die Ansammlungszone des Gletschers definiert?,0.99263537
106,41279,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formal festgeschrieben?,Mit welchem Edikt wurde die Gleichheit aller Bürger im Osmanischen Reich offiziell begründet?,0.98013604
107,41280,Wann wurde das Edikt von Gülhane erlassen?,Wann wurde das Edikt von Gulhane ausgegeben?,0.9927145
108,41282,Wann wurde der Hatt-i Hümayun erlassen?,Wann wurde das Hatt-i Hümayun erlassen?,0.99792516
109,41283,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieben?,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieben?,1.0
110,41284,Welches Gesetz war Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,Welches Gesetz war die Grundlage für den Völkermord an den Armeniern im Osmanischen Reich?,0.99638706
111,41285,Welche Volksgruppe wurde 1915 im Osmanischen Reich Opfer eines Völkermordes?,Welche ethnische Gruppe wurde 1915 im Osmanischen Reich zum Opfer eines Völkermordes?,0.9969809
112,41288,Welche Gruppe mit nationalistischen Ideen erlangte in der Endphase des Osmanischen Reichs die Macht?,Welche Gruppe von Nationalisten kam in der letzten Phase des Osmanischen Reiches an die Macht?,0.9911548
113,41290,Wie viele Kasus gibt es im Tschechischen?,Wie viele Fälle gibt es in Tschechisch?,0.97840124
114,41291,Wie viele grammatische Geschlechter gibt es im Tschechischen?,Wie viele grammatische Geschlechter gibt es in Tschechisch?,0.9957773
115,41292,Welche Genera gibt es im Tschechischen?,"Wie heißt ""genera"" auf Tschechisch?",0.9311922
116,41293,Zwischen was wird im Tschechischen beim männlichen Genus unterschieden?,Was ist der Unterschied zwischen dem männlichen Geschlecht in Tschechisch?,0.9715224
117,41294,Welche Artikel gibt es im Tschechischen?,Welche Artikel gibt es in Tschechisch?,0.98994476
118,41295,Wozu dient die Kurzform von Adjektiven im Tschechischen?,Was ist der Zweck der Abkürzung von Adjektiven in Tschechisch?,0.9631328
119,41296,Wann wurde ASCII eingeführt?,Wann wurde ASCII eingeführt?,1.0
120,41297,Wie viele Zeichen umfasst ASCII?,Wie viele Zeichen hat ASCII?,0.99786943
121,41299,Welche Buchstaben umfasst ASCII?,Welche Buchstaben enthält ASCII?,0.99600786
122,41301,Wie viele Steuerzeichen gibt es im ASCII-Code?,Wie viele Kontrollzeichen gibt es im ASCII-Code?,0.9985944
123,41349,Für wie viel Geld wurde Neymar zu Paris Saint Germain transferiert?,Für wie viel Geld wurde Neymar nach Paris Saint Germain überwiesen?,0.9822202
124,41350,"In welcher Mannschaft spielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?","Für welche Mannschaft spielte Ousman Dembélé, bevor er zum FC Barcelona wechselte?",0.99030155
125,41364,"Welche Art von Kondensatoren wurden mit ""cm"" gemessen?","Welche Kondensatoren wurden in ""cm"" gemessen?",0.9798555
126,41366,In welchem Jahr wurde die US-Army aufgestellt?,In welchem Jahr wurde die US-Armee gegründet?,0.9939088
127,41367,Was sind die Aufgaben der US-Army?,Was sind die Aufgaben der US-Armee?,0.9979277
128,41368,Welche Armeen der Welt haben mehr Mann als die US-Army?,Welche Armee hat mehr Männer als die US-Armee?,0.969235
129,41369,In welchem Teil von China liegt Zhejiang?,In welchem Teil Chinas liegt Zhejiang?,0.99348104
130,41370,Woran grenzt Zhejiang im Norden?,Was ist die nördliche Grenze von Zhejiang?,0.9608047
131,41371,Woran grenzt Zhejiang im Osten?,Was ist die östliche Grenze von Zhejiang?,0.96459574
132,41372,Was liegt südlich von Zhejiang?,Was ist südlich von Zhejiang?,0.9922811
133,41373,In welche Zonen wird Zhejiang gegliedert?,Was sind die Divisionen von Zhejiang?,0.9710517
134,41374,Wie viel Prozent der Fläche von Zhejiang bilden Gebirge?,Wie viel Prozent von Zhejiang ist gebirgig?,0.9777861
135,41375,Wie viele Bergketen hat Zhejiang?,Wie viele Gebirgszüge hat Zhejiang?,0.9563912
136,41376,Wie hoch ist der höchste Punkt in Zhejiang?,Wie hoch ist der höchste Punkt in Zhejiang?,0.99999994
137,41377,Was ist der höchste Punkt in Zhejiang?,Was ist der höchste Punkt in Zhejiang?,1.0
138,41378,Welche Flüsse verlaufen in Zhejiang?,Welche Flüsse fließen durch Zhejiang?,0.99033606
139,41379,Welche natürliche Seen gibt es in Zhejiang?,Welche natürlichen Seen gibt es in Zhejiang?,0.9990172
140,41380,Wie viele Inseln gibt es in Zhejiang?,Wie viele Inseln gibt es in Zhejiang?,1.0
141,41391,Wie sieht die molekulare Struktur von Eis aus?,Wie ist die molekulare Struktur von Eis?,0.97966444
142,41392,In welchem Fall bewegt sich die obere Gletscherschicht schneller als die darunterliegende?,In welchem Fall bewegt sich die obere Schicht des Gletschers schneller als die untere?,0.9962295
143,41393,Warum ist die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,Warum ist die Strömungsgeschwindigkeit in verschiedenen Teilen eines Gletschers nicht gleichmäßig?,0.9951025
144,38513,In welchem Bundesstaat liegt Houston?,In welchem Staat ist Houston?,0.98882824
145,38514,Wo liegt Houston?,Wo ist Houston?,0.96981126
146,38515,Wie viel der Fläche von Houston besteht aus Wasser?,Wie viel von Houston ist Wasser?,0.9705573
147,38516,In welchem County liegt Houston?,In welchem County liegt Houston?,1.0000001
148,38517,Wie heißt der Schifffahrtskanal in Houston?,Wie heißt der Versandkanal in Houston?,0.9826457
149,38518,"Wie heißt der Fluss, der durch Houston fließt?","Wie heißt der Fluss, der durch Houston fließt?",1.0
150,38519,Wo mündet der Buffalo Bayou?,Wo endet der Buffalo Bayou?,0.97243536
151,41413,Wie heißt die Methode des Regenwassersammelns in Rajasthan?,"Wie heißt die Methode, Regenwasser zu sammeln, in Rajasthan?",0.9936512
152,41415,"Was versteht man unter dem ""Johad""?","Was bedeutet ""yohad""?",0.9787559
153,41417,Welches Ergebnis hat der Bau von Johads in Rajasthan?,Was ist das Ergebnis des Bauens von Johads in Rajasthan?,0.9748249
154,41419,Was versuchen die Umweltorganisationen wie CSE in Indien zu verbessern?,Was versuchen Umweltorganisationen wie CSE in Indien zu verbessern?,0.9962776
155,38624,Seit wann gibt es eine quelloffene Variante von Poseidon für AROS?,Seit wann gibt es eine Wasser-offene Version von Poseidon für AROS?,0.9944659
156,38625,Ist USB mit Atari MINT benutzbar?,Kann man USB mit Atari MINT verwenden?,0.9917514
157,38626,Welche USB-Versionen unterstützt Windows 10?,Welche USB-Versionen werden von Windows 10 unterstützt?,0.9742453
158,38627,Kann man USB-Anschlüsse mit DOS benutzen?,Kann man USB-Anschlüsse mit DOS verwenden?,0.999788
159,41435,Wann fand die Premier League erstmals statt?,Wann fand die erste Premier League statt?,0.99158394
160,41436,Wie viele Vereine spielten beim ersten Turnier der Premier League teil?,Wie viele Vereine spielten im ersten Premier League-Turnier?,0.9861682
161,41437,Welcher Verein erzielte das erste Tor in der Premier League?,Welcher Verein erzielte das erste Tor in der Premier League?,1.0
162,41438,Seit wann spielten in der Premier League nur noch 20 Vereine?,Seit wann gibt es in der Premier League nur 20 Clubs?,0.9865947
163,41439,Was forderte die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,Was hat die FIFA in Bezug auf die Anzahl der Vereine in der Premier League verlangt?,0.99620473
164,41440,Welcher war der erste nicht-englische Verein in der Premier League?,"Welcher Klub war der erste nicht-englische, der in der Premier League spielte?",0.984439
165,41441,Wie hieß die Premier League vor 2007 offiziell?,Wie hieß die Premier League vor 2007 offiziell?,1.0000001
166,41448,Welches Audioformat wird beim HDTV hauptsächlich verwendet?,"Welches ist das Hauptaudiofortat, das in HDTV verwendet wird?",0.9549233
167,41449,Welche Filme verfügen bei HDTV nicht über Mehrkanalton?,Welche Filme haben keinen Mehrkanal-Sound auf HDTV?,0.9892086
168,41531,Wie schwer ist ein Schlachtreifer Strauß?,Wie viel wiegt ein kampfverhärteter Strauß?,0.95847243
169,41532,Welchem anderen Fleisch ist das Straußenfleisch ähnlich?,Mit welchem anderen Fleisch ähnelt Straußenfleisch?,0.96449345
170,41536,Wer benutzt den deutschen Fußballjargon hauptsächlich?,Wer benutzt hauptsächlich deutschen Fußballjargon?,0.98541135
171,41537,Welche Art von Sprache ist der Fußballjargon?,Was ist das für eine Sprache?,0.9108785
172,41538,"Was ist das ""Sommermärchen""","Was ist das ""Sommermärchen""?",0.9519399
173,41539,Welche Länder nutzen den Begriff Soccer?,Welche Länder verwenden den Begriff Fußball?,0.9871895
174,41540,Wie viele Touristen schlafen jährlich in Bern?,Wie viele Touristen schlafen jedes Jahr in Bern?,0.99518764
175,41541,Wie viele Touristen in Bern kommen aus dem Ausland?,Wie viele Touristen kommen aus dem Ausland nach Bern?,0.9876161
176,41542,Woher kommen die meisten ausländischen Touristen Berns?,Woher kommen die meisten ausländischen Touristen in Bern?,0.992605
177,41543,Wann kommen die meisten Touristen nach Bern?,Wann kommen die meisten Touristen nach Bern?,1.0
178,41599,Wer bewertete die Leistung von England im ersten Weltkrieg?,Wer hat die Leistung Englands im Ersten Weltkrieg beurteilt?,0.98944926
179,41600,Wer war 1921 britischer Premierminister?,Wer war der britische Premierminister 1921?,0.983298
180,41601,Seit wann hat England einen Generalstab?,Seit wann hat England einen Generalstab?,1.0
181,41602,"Warum hat Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?",Warum wird Lord Chatfield nicht zum Minister für Verteidigungskoordination ernannt?,0.9832989
182,41603,Wer führte in England das Amt des Verteidigungsministers ein?,Wer hat das Amt des Verteidigungsministers in England eingeführt?,0.99359167
183,41604,Welche britischen Ministerien wurden zum heutigen Verteidigungsministerium zusammengefasst?,Welche britischen Ministerien wurden in das heutige Verteidigungsministerium zusammengeführt?,0.9795019
184,41606,In welcher Klimazone liegt Oklahoma City?,In welcher Klimazone liegt Oklahoma City?,1.0
185,41607,Wann war der heißeste Tag in Oklahoma City?,Wann war der heißeste Tag in Oklahoma City?,1.0
186,41608,In welchem Monat regnet es in Oklahoma City im Schnitt am meisten?,In welchem Monat in Oklahoma City fällt im Durchschnitt am meisten Regen?,0.98426586
187,41609,Was war die kälteste gemessene Temperatur in Oklahoma City?,"Was war die kälteste Temperatur, die je in Oklahoma City gemessen wurde?",0.9895786
188,41610,Wie oft treten in Oklahoma City Tornados auf?,Wie oft treten Tornados in Oklahoma City auf?,0.9982987
189,41611,Seit wann ist Zypern EU-Mitglied?,Seit wann ist Zypern Mitglied der EU?,0.99528044
190,41613,Welches Land erkennt Zypern nicht offiziell an?,Welches Land erkennt Zypern nicht offiziell an?,1.0
191,41614,Seit wann gibt es den Euro in Zypern?,Seit wann wird der Euro in Zypern verwendet?,0.9902293
192,41615,Welche Maßnahmen unternimmt die Türkei gegen Zypern?,Welche Maßnahmen ergreift die Türkei gegen Zypern?,0.99653614
193,41616,Wann war Zypern kurz vor dem Staatsbankrott?,Wann war Zypern kurz vor dem Bankrott?,0.9954722
194,41617,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu verhindern?,"Wie viel Geld hat Zypern von der EU erhalten, um einen Staatsbankrott zu verhindern?",0.99040806
195,38628,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen genannt?,Wie hieß die Vereinigung mehrerer Slawische Stämme?,0.97206223
196,38629,Wie war das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,Wie war das Leben der örtlichen Gemeinschaft unter den Slawen organisiert?,0.98557526
197,38630,Welchen Stellenwert hatte die Ehe bei den Slawen?,Wie wichtig war die Ehe unter den Slawen?,0.98247993
198,38546,Wo würde das frühere Baktrien heutzutage liegen?,Wo wären die frühen Bakterien heute?,0.96679246
199,38550,Wo herrschten die Shunga um 100 v. Chr.?,Wo herrschten die Shunga um 100 v. Chr.?,1.0
200,38973,Welche Religion favorisierten die Shunga um 100  v. Chr.?,Welche Religion bevorzugten die Shunga um 100 v. Chr.?,0.9967684
201,38060,Wer darf wie viele Vertreter in den Inselrat von St. Helena schicken?,Wer darf wie viele Vertreter in den Inselrat von St. Helena entsenden?,0.9981791
202,42109,Wie viele Menschen leben in Eritrea?,Wie viele Menschen leben in Eritrea?,1.0000001
203,42110,Warum ist in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,Warum erlebt Eritrea einen Bevölkerungsboom?,0.971935
204,42111,Wie soll nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwachsen?,Wie wird die Bevölkerung Eritreas bis 2050 voraussichtlich wachsen?,0.98676586
205,38177,Wie viele Tonnen Bomben wurden von den USA während des Koreakrieges abgeworfen?,Wie viele Tonnen Bomben wurden von den Vereinigten Staaten während des Koreakrieges abgeworfen?,0.99803483
206,38206,Seit wann hat in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,Seit wann ist das Fernsehen nicht der profitabelste Werbekanal in Griechenland?,0.9804193
207,38207,Wie ist die Pressefreiheit in Griechenland im Vergleich zu anderen Ländern?,Wie ist die Pressefreiheit in Griechenland im Vergleich zu anderen Ländern?,1.0
208,38251,Was ist ein Güteraufzug?,Was ist ein Güterlift?,0.99494386
209,38252,Warum dürfen die Güteraufzüge nur von außen bedient werden?,Warum werden die Güterlifte nur von außen bedient?,0.98692894
210,38253,Was ist eine Sonderform von Güteraufzügen?,Was ist eine besondere Form des Güterlifts?,0.9866751
211,38255,Wozu werden Kleinlastenaufzüge genutzt?,Wofür werden Kleinladungsaufzüge verwendet?,0.9740897
