,id,questions,questions_perturbed,similarity_scores
73,41122,Welches Verfahren zur Daten Kompression von Musik an Computern wird am häufigsten benutzt?,Welches Verfahren zur Daten Kompression von Musik an Computern wird am häufigsten benut zt?,0.95166016
74,41123,Wo wurde das MP3 Verfahren entwickelt?,Wo wu rde das MP3 Verfahren entwickelt?,0.85997194
75,41124,Wann liefen die letzten Patente für das MP3 Format aus?,Wann li efen die letzten Patente für das MP3 Format aus?,0.93322814
76,41133,Welches Land hatte die größte freiwillige Armee im zweiten Weltkrieg?,Welches Land hat te die größte freiwillige Armee im zweiten Weltkrieg?,0.9597497
77,41134,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs eingesetzt?,Wo wurde die indische Armee am Anfang des zweiten Weltkriegs eingese tzt?,0.9089919
78,41135,Wer gründete die Indische Legion in Europa?,Wer grün dete die Indische Legion in Europa?,0.92761606
79,41136,Wo hat Subhash Chandra Bose die Indische Nationale Armee gegründet?,Wo hat Subhash Chandra Bose die Indische Nationale Armee g egründet?,0.9789292
80,41137,Wie viele Soldaten in Indien wurden während des Zweiten Weltkriegs getötet?,Wie viele Soldaten in Indien wu rden während des Zweiten Weltkriegs getötet?,0.9495703
81,41131,Warum wollte Indien in den zweiten Weltkrieg eintreten?,Warum wol lte Indien in den zweiten Weltkrieg eintreten?,0.9528387
82,41132,Wie viel Mann hatte die indische Armee zu Beginn des zweiten Weltkrieges?,Wie viel Mann hat te die indische Armee zu Beginn des zweiten Weltkrieges?,0.9668669
83,41186,Was kann die Lebensdauer einer Glühbirne verlängern?,Was k ann die Lebensdauer einer Glühbirne verlängern?,0.95313245
84,41187,Welche Lampen sind schwierig zu wechseln?,Welche Lampen s ind schwierig zu wechseln?,0.96365714
85,41192,Wie kann die USA einen neuen Bundesstaat aufnehmen? ,Wie k ann die USA einen neuen Bundesstaat aufnehmen? ,0.9371715
86,41205,Warum ist öffentliche Verkehrsmittel so beliebt in New York?,Warum i st öffentliche Verkehrsmittel so beliebt in New York?,0.9375778
87,41202,In welche Teile ist das Straßennetz in Manhattan unterteilt?,In welche Teile i st das Straßennetz in Manhattan unterteilt?,0.9596898
88,41203,Welches Transportmittel benutzen die meisten Einwohner in New York?,Welches Transportmittel ben utzen die meisten Einwohner in New York?,0.98284537
89,41204,Welches Transportmittel ist typisch für New York?,Welches Transportmittel i st typisch für New York?,0.958621
90,41211,Wie viele Menschen leben im südlichen Teil von Zypern?,Wie viele Menschen leb en im südlichen Teil von Zypern?,0.94331723
91,41214,Wie hoch ist der Migrantenanteil in Zypern?,Wie hoch i st der Migrantenanteil in Zypern?,0.952685
92,41213,Wie viele Deutschen wohnen in Südzypern?,Wie viele Deutschen wohn en in Südzypern?,0.95996404
93,41215,Aus welchen Ländern kommen die meisten Migranten in Zypern?,Aus welchen Ländern k ommen die meisten Migranten in Zypern?,0.95495
94,41219,Wie hängen Frequenz und Kapazität bei Kondensatoren zusammen?,Wie häng en Frequenz und Kapazität bei Kondensatoren zusammen?,0.9828351
95,41220,Wo wird ein Kondensator vorwiegend induktiv wirksam?,Wo wi rd ein Kondensator vorwiegend induktiv wirksam?,0.94146496
96,41221,Als was wirkt der Kondensator bei höheren Frequenzen?,Als was wi rkt der Kondensator bei höheren Frequenzen?,0.92713886
97,41222,Welche Kondensatoren werden für Frequenzen um 100 MHz eingesetzt?,Welche Kondensatoren w erden für Frequenzen um 100 MHz eingesetzt?,0.96831244
98,41223,Für welchen Frequenzbereich sind Aluminium-Elektrolytkondensatoren wirksam?,Für welchen Frequenzbereich si nd Aluminium-Elektrolytkondensatoren wirksam?,0.9664252
99,41224,Wieso werden verschiedene Arten von Kondensatoren kombiniert?,Wieso werden verschiedene Arten von Kondensatoren ko mbiniert?,0.92379975
100,41225,Was ist der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,Was i st der Fachbegriff für die Gleichgewichtslinie beim Gletscher?,0.96673274
101,41226,Was wird als Gleichgewichtslinie eines Gletschers bezeichnet?,Was wi rd als Gleichgewichtslinie eines Gletschers bezeichnet?,0.9524161
102,41228,Wie ist das Zehrgebiet des Gletschers definiert?,Wie i st das Zehrgebiet des Gletschers definiert?,0.94988525
103,41229,Wie heißt der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,Wie he ißt der Bereich oberhalb der Gleichgewichtslinie des Gletschers?,0.9067979
104,41227,Wie heißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,Wie h eißt der Bereich unterhalb der Gleichgewichtslinie des Gletschers?,0.8941147
105,41230,Wie ist das Akkumulationsgebiet des Gletschers definiert?,Wie i st das Akkumulationsgebiet des Gletschers definiert?,0.9641911
106,41279,In welchem Edikt wurde im osmanischen Reich die Gleichheit aller Bürger formal festgeschrieben?,In welchem Edikt w urde im osmanischen Reich die Gleichheit aller Bürger formal festgeschrieben?,0.9676605
107,41280,Wann wurde das Edikt von Gülhane erlassen?,Wann w urde das Edikt von Gülhane erlassen?,0.9260823
108,41282,Wann wurde der Hatt-i Hümayun erlassen?,Wann w urde der Hatt-i Hümayun erlassen?,0.93995994
109,41283,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieben?,Wann wurde die griechische Bevölkerung aus dem Osmanischen Reich vertrieb en?,0.89723104
110,41284,Welches Gesetz war Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,Welches Gesetz w ar Grundlage für den Genozid an den Armeniern im Osmanischen Reich?,0.96034485
111,41285,Welche Volksgruppe wurde 1915 im Osmanischen Reich Opfer eines Völkermordes?,Welche Volksgruppe w urde 1915 im Osmanischen Reich Opfer eines Völkermordes?,0.9564892
112,41288,Welche Gruppe mit nationalistischen Ideen erlangte in der Endphase des Osmanischen Reichs die Macht?,Welche Gruppe mit nationalistischen Ideen erla ngte in der Endphase des Osmanischen Reichs die Macht?,0.969191
113,41290,Wie viele Kasus gibt es im Tschechischen?,Wie viele Kasus gi bt es im Tschechischen?,0.9146376
114,41291,Wie viele grammatische Geschlechter gibt es im Tschechischen?,Wie viele grammatische Geschlechter gi bt es im Tschechischen?,0.95761913
115,41292,Welche Genera gibt es im Tschechischen?,Welche Genera gi bt es im Tschechischen?,0.9097366
116,41293,Zwischen was wird im Tschechischen beim männlichen Genus unterschieden?,Zwischen was wird im Tschechischen beim männlichen Genus unt erschieden?,0.93495184
117,41294,Welche Artikel gibt es im Tschechischen?,Welche Artikel gi bt es im Tschechischen?,0.88496804
118,41295,Wozu dient die Kurzform von Adjektiven im Tschechischen?,Wozu d ient die Kurzform von Adjektiven im Tschechischen?,0.94998896
119,41296,Wann wurde ASCII eingeführt?,Wann wur de ASCII eingeführt?,0.9511118
120,41297,Wie viele Zeichen umfasst ASCII?,Wie viele Zeichen u mfasst ASCII?,0.9068029
121,41299,Welche Buchstaben umfasst ASCII?,Welche Buchstaben umfas st ASCII?,0.92422396
122,41301,Wie viele Steuerzeichen gibt es im ASCII-Code?,Wie viele Steuerzeichen g ibt es im ASCII-Code?,0.95528567
123,41349,Für wie viel Geld wurde Neymar zu Paris Saint Germain transferiert?,Für wie viel Geld wur de Neymar zu Paris Saint Germain transferiert?,0.97711086
124,41350,"In welcher Mannschaft spielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?","In welcher Mannschaft sp ielte Ousman Dembélé, bevor er zu FC Barcelona gekommen ist?",0.9798291
125,41364,"Welche Art von Kondensatoren wurden mit ""cm"" gemessen?","Welche Art von Kondensatoren w urden mit ""cm"" gemessen?",0.95922005
126,41366,In welchem Jahr wurde die US-Army aufgestellt?,In welchem Jahr wu rde die US-Army aufgestellt?,0.91793674
127,41367,Was sind die Aufgaben der US-Army?,Was s ind die Aufgaben der US-Army?,0.8282106
128,41368,Welche Armeen der Welt haben mehr Mann als die US-Army?,Welche Armeen der Welt hab en mehr Mann als die US-Army?,0.98391724
129,41369,In welchem Teil von China liegt Zhejiang?,In welchem Teil von China li egt Zhejiang?,0.92662877
130,41370,Woran grenzt Zhejiang im Norden?,Woran gre nzt Zhejiang im Norden?,0.8814967
131,41371,Woran grenzt Zhejiang im Osten?,Woran gre nzt Zhejiang im Osten?,0.85300374
132,41372,Was liegt südlich von Zhejiang?,Was li egt südlich von Zhejiang?,0.90987134
133,41373,In welche Zonen wird Zhejiang gegliedert?,In welche Zonen wird Zhejiang geg liedert?,0.8358034
134,41374,Wie viel Prozent der Fläche von Zhejiang bilden Gebirge?,Wie viel Prozent der Fläche von Zhejiang bild en Gebirge?,0.97421616
135,41375,Wie viele Bergketen hat Zhejiang?,Wie viele Bergketen h at Zhejiang?,0.943112
136,41376,Wie hoch ist der höchste Punkt in Zhejiang?,Wie hoch i st der höchste Punkt in Zhejiang?,0.94223905
137,41377,Was ist der höchste Punkt in Zhejiang?,Was i st der höchste Punkt in Zhejiang?,0.9114846
138,41378,Welche Flüsse verlaufen in Zhejiang?,Welche Flüsse verla ufen in Zhejiang?,0.89309067
139,41379,Welche natürliche Seen gibt es in Zhejiang?,Welche natürliche Seen g ibt es in Zhejiang?,0.89754677
140,41380,Wie viele Inseln gibt es in Zhejiang?,Wie viele Inseln g ibt es in Zhejiang?,0.89464325
141,41391,Wie sieht die molekulare Struktur von Eis aus?,Wie si eht die molekulare Struktur von Eis aus?,0.93999726
142,41392,In welchem Fall bewegt sich die obere Gletscherschicht schneller als die darunterliegende?,In welchem Fall be wegt sich die obere Gletscherschicht schneller als die darunterliegende?,0.9804261
143,41393,Warum ist die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,Warum i st die Fließgeschwindigkeit verschiedener Teile eines Gletschers nicht gleichmäßig?,0.9610097
144,38513,In welchem Bundesstaat liegt Houston?,In welchem Bundesstaat lie gt Houston?,0.91312426
145,38514,Wo liegt Houston?,Wo lie gt Houston?,0.85973215
146,38515,Wie viel der Fläche von Houston besteht aus Wasser?,Wie viel der Fläche von Houston be steht aus Wasser?,0.9749486
147,38516,In welchem County liegt Houston?,In welchem County l iegt Houston?,0.80120623
148,38517,Wie heißt der Schifffahrtskanal in Houston?,Wie hei ßt der Schifffahrtskanal in Houston?,0.9494731
149,38518,"Wie heißt der Fluss, der durch Houston fließt?","Wie he ißt der Fluss, der durch Houston fließt?",0.9149992
150,38519,Wo mündet der Buffalo Bayou?,Wo mü ndet der Buffalo Bayou?,0.8201659
151,41413,Wie heißt die Methode des Regenwassersammelns in Rajasthan?,Wie h eißt die Methode des Regenwassersammelns in Rajasthan?,0.8869248
152,41415,"Was versteht man unter dem ""Johad""?","Was verst eht man unter dem ""Johad""?",0.87831604
153,41417,Welches Ergebnis hat der Bau von Johads in Rajasthan?,Welches Ergebnis h at der Bau von Johads in Rajasthan?,0.94371766
154,41419,Was versuchen die Umweltorganisationen wie CSE in Indien zu verbessern?,Was v ersuchen die Umweltorganisationen wie CSE in Indien zu verbessern?,0.94634324
155,38624,Seit wann gibt es eine quelloffene Variante von Poseidon für AROS?,Seit wann gi bt es eine quelloffene Variante von Poseidon für AROS?,0.97239214
156,38625,Ist USB mit Atari MINT benutzbar?,I st USB mit Atari MINT benutzbar?,0.8877185
157,38626,Welche USB-Versionen unterstützt Windows 10?,Welche USB-Versionen unt erstützt Windows 10?,0.94064045
158,38627,Kann man USB-Anschlüsse mit DOS benutzen?,Kann man USB-Anschlüsse mit DOS be nutzen?,0.9821001
159,41435,Wann fand die Premier League erstmals statt?,Wann fa nd die Premier League erstmals statt?,0.92731833
160,41436,Wie viele Vereine spielten beim ersten Turnier der Premier League teil?,Wie viele Vereine s pielten beim ersten Turnier der Premier League teil?,0.9749695
161,41437,Welcher Verein erzielte das erste Tor in der Premier League?,Welcher Verein erziel te das erste Tor in der Premier League?,0.91483355
162,41438,Seit wann spielten in der Premier League nur noch 20 Vereine?,Seit wann spiel ten in der Premier League nur noch 20 Vereine?,0.9490763
163,41439,Was forderte die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,Was for derte die FIFA in Bezug auf die Anzahl der Vereine in der Premier League?,0.95299214
164,41440,Welcher war der erste nicht-englische Verein in der Premier League?,Welcher w ar der erste nicht-englische Verein in der Premier League?,0.9385101
165,41441,Wie hieß die Premier League vor 2007 offiziell?,Wie h ieß die Premier League vor 2007 offiziell?,0.85710496
166,41448,Welches Audioformat wird beim HDTV hauptsächlich verwendet?,Welches Audioformat wird beim HDTV hauptsächlich ver wendet?,0.9706868
167,41449,Welche Filme verfügen bei HDTV nicht über Mehrkanalton?,Welche Filme ver fügen bei HDTV nicht über Mehrkanalton?,0.97614425
168,41531,Wie schwer ist ein Schlachtreifer Strauß?,Wie schwer i st ein Schlachtreifer Strauß?,0.9333398
169,41532,Welchem anderen Fleisch ist das Straußenfleisch ähnlich?,Welchem anderen Fleisch i st das Straußenfleisch ähnlich?,0.9677009
170,41536,Wer benutzt den deutschen Fußballjargon hauptsächlich?,Wer benut zt den deutschen Fußballjargon hauptsächlich?,0.9252242
171,41537,Welche Art von Sprache ist der Fußballjargon?,Welche Art von Sprache i st der Fußballjargon?,0.8709238
172,41538,"Was ist das ""Sommermärchen""","Was i st das ""Sommermärchen""",0.877345
173,41539,Welche Länder nutzen den Begriff Soccer?,Welche Länder n utzen den Begriff Soccer?,0.93846613
174,41540,Wie viele Touristen schlafen jährlich in Bern?,Wie viele Touristen schlaf en jährlich in Bern?,0.98252636
175,41541,Wie viele Touristen in Bern kommen aus dem Ausland?,Wie viele Touristen in Bern komm en aus dem Ausland?,0.9666621
176,41542,Woher kommen die meisten ausländischen Touristen Berns?,Woher kom men die meisten ausländischen Touristen Berns?,0.95047945
177,41543,Wann kommen die meisten Touristen nach Bern?,Wann k ommen die meisten Touristen nach Bern?,0.94863504
178,41599,Wer bewertete die Leistung von England im ersten Weltkrieg?,Wer bewerte te die Leistung von England im ersten Weltkrieg?,0.91911316
179,41600,Wer war 1921 britischer Premierminister?,Wer w ar 1921 britischer Premierminister?,0.9093019
180,41601,Seit wann hat England einen Generalstab?,Seit wann h at England einen Generalstab?,0.9552417
181,41602,"Warum hat Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?","Warum h at Lord Chatfield als ""Minister for Coordination of Defence"" keinen Erfolg?",0.95615095
182,41603,Wer führte in England das Amt des Verteidigungsministers ein?,Wer fü hrte in England das Amt des Verteidigungsministers ein?,0.93248296
183,41604,Welche britischen Ministerien wurden zum heutigen Verteidigungsministerium zusammengefasst?,Welche britischen Ministerien w urden zum heutigen Verteidigungsministerium zusammengefasst?,0.9446797
184,41606,In welcher Klimazone liegt Oklahoma City?,In welcher Klimazone li egt Oklahoma City?,0.93686837
185,41607,Wann war der heißeste Tag in Oklahoma City?,Wann w ar der heißeste Tag in Oklahoma City?,0.9515881
186,41608,In welchem Monat regnet es in Oklahoma City im Schnitt am meisten?,In welchem Monat reg net es in Oklahoma City im Schnitt am meisten?,0.9667111
187,41609,Was war die kälteste gemessene Temperatur in Oklahoma City?,Was w ar die kälteste gemessene Temperatur in Oklahoma City?,0.9517177
188,41610,Wie oft treten in Oklahoma City Tornados auf?,Wie oft t reten in Oklahoma City Tornados auf?,0.9351178
189,41611,Seit wann ist Zypern EU-Mitglied?,Seit wann i st Zypern EU-Mitglied?,0.96098393
190,41613,Welches Land erkennt Zypern nicht offiziell an?,Welches Land erken nt Zypern nicht offiziell an?,0.9718514
191,41614,Seit wann gibt es den Euro in Zypern?,Seit wann g ibt es den Euro in Zypern?,0.9534578
192,41615,Welche Maßnahmen unternimmt die Türkei gegen Zypern?,Welche Maßnahmen unterni mmt die Türkei gegen Zypern?,0.9361305
193,41616,Wann war Zypern kurz vor dem Staatsbankrott?,Wann w ar Zypern kurz vor dem Staatsbankrott?,0.9346019
194,41617,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu verhindern?,Wie viel Geld bekam Zypern von der EU um ein Staatsbankrott zu ve rhindern?,0.9520581
195,38628,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen genannt?,Wie wurde der Zusammenschluss mehrerer Sippen bei den Slawen genan nt?,0.8962996
196,38629,Wie war das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,Wie w ar das Zusammenleben in der lokalen Gemeinschaft bei den Slawen organisiert?,0.9346014
197,38630,Welchen Stellenwert hatte die Ehe bei den Slawen?,Welchen Stellenwert hat te die Ehe bei den Slawen?,0.97182685
198,38546,Wo würde das frühere Baktrien heutzutage liegen?,Wo würde das frühere Baktrien heutzutage l iegen?,0.940275
199,38550,Wo herrschten die Shunga um 100 v. Chr.?,Wo herrsc hten die Shunga um 100 v. Chr.?,0.9474403
200,38973,Welche Religion favorisierten die Shunga um 100  v. Chr.?,Welche Religion fa vorisierten die Shunga um 100  v. Chr.?,0.93517333
201,38060,Wer darf wie viele Vertreter in den Inselrat von St. Helena schicken?,Wer darf wie viele Vertreter in den Inselrat von St. Helena schic ken?,0.9714332
202,42109,Wie viele Menschen leben in Eritrea?,Wie viele Menschen leb en in Eritrea?,0.9174148
203,42110,Warum ist in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,Warum i st in Eritrea ein starkes Bevölkerungswachstum zu beobachten?,0.97406423
204,42111,Wie soll nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwachsen?,Wie soll nach Einschätzungen die Bevölkerung in Eritrea bis 2050 anwach sen?,0.9613529
205,38177,Wie viele Tonnen Bomben wurden von den USA während des Koreakrieges abgeworfen?,Wie viele Tonnen Bomben wurden von den USA während des Koreakrieges abgewo rfen?,0.97287375
206,38206,Seit wann hat in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,Seit wann h at in Griechenland das Fernsehen nicht mehr die meisten Werbeeinnahmen? ,0.9809826
